"","state_name","category","count","last_update","strata_type","data_type","metric"
"464","Georgia","65","42","05/19/2020","age","death","count"
"465","Georgia","66","39","05/19/2020","age","death","count"
"466","Georgia","67","35","05/19/2020","age","death","count"
"467","Georgia","68","45","05/19/2020","age","death","count"
"468","Georgia","69","30","05/19/2020","age","death","count"
"469","Georgia","70","44","05/19/2020","age","death","count"
"470","Georgia","71","46","05/19/2020","age","death","count"
"471","Georgia","72","28","05/19/2020","age","death","count"
"472","Georgia","73","55","05/19/2020","age","death","count"
"473","Georgia","74","47","05/19/2020","age","death","count"
"474","Georgia","75","53","05/19/2020","age","death","count"
"475","Georgia","76","42","05/19/2020","age","death","count"
"476","Georgia","77","44","05/19/2020","age","death","count"
"477","Georgia","78","52","05/19/2020","age","death","count"
"478","Georgia","79","52","05/19/2020","age","death","count"
"479","Georgia","80","35","05/19/2020","age","death","count"
"480","Georgia","81","50","05/19/2020","age","death","count"
"481","Georgia","82","47","05/19/2020","age","death","count"
"482","Georgia","83","53","05/19/2020","age","death","count"
"483","Georgia","84","53","05/19/2020","age","death","count"
"484","Georgia","85","58","05/19/2020","age","death","count"
"485","Georgia","86","29","05/19/2020","age","death","count"
"486","Georgia","87","41","05/19/2020","age","death","count"
"487","Georgia","88","30","05/19/2020","age","death","count"
"488","Georgia","89","41","05/19/2020","age","death","count"
"489","Georgia","90+","201","05/19/2020","age","death","count"
"490","Georgia","FEMALE","789","05/19/2020","gender","death","count"
"491","Georgia","MALE","886","05/19/2020","gender","death","count"
"492","Georgia",NA,"38855","05/19/2020","total","case","count"
"493","Georgia","HISPANIC/LATINO","4241","05/19/2020","eth","case","count"
"494","Georgia","NON-HISPANIC/LATINO","20116","05/19/2020","eth","case","count"
"495","Georgia","UNKNOWN","14498","05/19/2020","eth","case","count"
"496","Georgia","No","75","05/19/2020","comorbidities","comorbidities","count"
"497","Georgia","Unknown","533","05/19/2020","comorbidities","comorbidities","count"
"498","Georgia","Yes","1067","05/19/2020","comorbidities","comorbidities","count"
"499","Illinois","AI/AN","169","05/19/2020","race","case","count"
"500","Illinois","ASIAN","2946","05/19/2020","race","case","count"
"501","Illinois","BLACK","17168","05/19/2020","race","case","count"
"502","Illinois","HISPANIC","29493","05/19/2020","race","case","count"
"503","Illinois","NH/PI","255","05/19/2020","race","case","count"
"504","Illinois","OTHER","3742","05/19/2020","race","case","count"
"505","Illinois","UNKNOWN","24337","05/19/2020","race","case","count"
"506","Illinois","WHITE","19920","05/19/2020","race","case","count"
"507","Illinois","0-20","5493","05/19/2020","age","case","count"
"508","Illinois","20-29","14908","05/19/2020","age","case","count"
"509","Illinois","30-39","16116","05/19/2020","age","case","count"
"510","Illinois","40-49","17820","05/19/2020","age","case","count"
"511","Illinois","50-59","17607","05/19/2020","age","case","count"
"512","Illinois","60-69","12248","05/19/2020","age","case","count"
"513","Illinois","70-79","6862","05/19/2020","age","case","count"
"514","Illinois","80+","6910","05/19/2020","age","case","count"
"515","Illinois","UNKNOWN","66","05/19/2020","age","case","count"
"516","Illinois","FEMALE","49307","05/19/2020","gender","case","count"
"517","Illinois","MALE","46618","05/19/2020","gender","case","count"
"518","Illinois","UNKNOWN/OTHER","2105","05/19/2020","gender","case","count"
"519","Illinois","AI/AN","7","05/19/2020","race","death","count"
"520","Illinois","ASIAN","207","05/19/2020","race","death","count"
"521","Illinois","BLACK","1373","05/19/2020","race","death","count"
"522","Illinois","HISPANIC","784","05/19/2020","race","death","count"
"523","Illinois","NH/PI","3","05/19/2020","race","death","count"
"524","Illinois","OTHER","34","05/19/2020","race","death","count"
"525","Illinois","UNKNOWN","102","05/19/2020","race","death","count"
"526","Illinois","WHITE","1869","05/19/2020","race","death","count"
"527","Illinois","0-20","3","05/19/2020","age","death","count"
"528","Illinois","20-29","18","05/19/2020","age","death","count"
"529","Illinois","30-39","66","05/19/2020","age","death","count"
"530","Illinois","40-49","146","05/19/2020","age","death","count"
"531","Illinois","50-59","372","05/19/2020","age","death","count"
"532","Illinois","60-69","765","05/19/2020","age","death","count"
"533","Illinois","70-79","1069","05/19/2020","age","death","count"
"534","Illinois","80+","1940","05/19/2020","age","death","count"
"535","Illinois","UNKNOWN","0","05/19/2020","age","death","count"
"536","Illinois","FEMALE","1941","05/19/2020","gender","death","count"
"537","Illinois","MALE","2433","05/19/2020","gender","death","count"
"538","Illinois","UNKNOWN/OTHER","5","05/19/2020","gender","death","count"
"539","Illinois",NA,"621684","05/19/2020","total","test","count"
"540","Illinois","Unknown","43665","05/19/2020","age","test","count"
"541","Illinois","<20","36073","05/19/2020","age","test","count"
"542","Illinois","20-29","81061","05/19/2020","age","test","count"
"543","Illinois","30-39","95235","05/19/2020","age","test","count"
"544","Illinois","40-49","93387","05/19/2020","age","test","count"
"545","Illinois","50-59","99054","05/19/2020","age","test","count"
"546","Illinois","60-69","82635","05/19/2020","age","test","count"
"547","Illinois","70-79","49675","05/19/2020","age","test","count"
"548","Illinois","80+","40899","05/19/2020","age","test","count"
"549","Illinois","Male","247072","05/19/2020","gender","test","count"
"550","Illinois","Female","311820","05/19/2020","gender","test","count"
"551","Illinois","Unknown/Left Blank","62792","05/19/2020","gender","test","count"
"552","Illinois","White","146277","05/19/2020","race","test","count"
"553","Illinois","Black","56495","05/19/2020","race","test","count"
"554","Illinois","Left Blank","328276","05/19/2020","race","test","count"
"555","Illinois","Other","23756","05/19/2020","race","test","count"
"556","Illinois","Asian","9974","05/19/2020","race","test","count"
"557","Illinois","Hispanic","55891","05/19/2020","race","test","count"
"558","Illinois","NH/PI*","571","05/19/2020","race","test","count"
"559","Illinois","AI/AN**","444","05/19/2020","race","test","count"
"560","Illinois",NA,"98030","05/19/2020","total","case","count"
"561","Indiana","ASIAN","423","05/18/2020","race","case","count"
"562","Indiana","BLACK","4142","05/18/2020","race","case","count"
"563","Indiana","OTHER","4949","05/18/2020","race","case","count"
"564","Indiana","UNKNOWN","5828","05/18/2020","race","case","count"
"565","Indiana","WHITE","13363","05/18/2020","race","case","count"
"566","Indiana","0-19","1069","05/18/2020","age","case","count"
"567","Indiana","20-29","3915","05/18/2020","age","case","count"
"568","Indiana","30-39","4566","05/18/2020","age","case","count"
"569","Indiana","40-49","4887","05/18/2020","age","case","count"
"570","Indiana","50-59","4944","05/18/2020","age","case","count"
"571","Indiana","60-69","3795","05/18/2020","age","case","count"
"572","Indiana","70-79","2455","05/18/2020","age","case","count"
"573","Indiana","80+","3047","05/18/2020","age","case","count"
"574","Indiana","UNKNOWN","27","05/18/2020","age","case","count"
"575","Indiana","FEMALE","14754","05/18/2020","gender","case","count"
"576","Indiana","MALE","13235","05/18/2020","gender","case","count"
"577","Indiana","UNKNOWN/OTHER","716","05/18/2020","gender","case","count"
"578","Indiana","ASIAN","7","05/18/2020","race","death","count"
"579","Indiana","BLACK","256","05/18/2020","race","death","count"
"580","Indiana","OTHER","196","05/18/2020","race","death","count"
"581","Indiana","UNKNOWN","119","05/18/2020","race","death","count"
"582","Indiana","WHITE","1100","05/18/2020","race","death","count"
"583","Indiana","0-19","2","05/18/2020","age","death","count"
"584","Indiana","20-29","3","05/18/2020","age","death","count"
"585","Indiana","30-39","12","05/18/2020","age","death","count"
"586","Indiana","40-49","33","05/18/2020","age","death","count"
"587","Indiana","50-59","96","05/18/2020","age","death","count"
"588","Indiana","60-69","274","05/18/2020","age","death","count"
"589","Indiana","70-79","413","05/18/2020","age","death","count"
"590","Indiana","80+","845","05/18/2020","age","death","count"
"591","Indiana","UNKNOWN","0","05/18/2020","age","death","count"
"592","Indiana","FEMALE","786","05/18/2020","gender","death","count"
"593","Indiana","MALE","854","05/18/2020","gender","death","count"
"594","Indiana","UNKNOWN/OTHER","38","05/18/2020","gender","death","count"
"595","Indiana",NA,"189330","05/18/2020","total","test","count"
"596","Indiana",NA,"28705","05/18/2020","total","case","count"
"597","Indiana","Hispanic or Latino","3129","05/18/2020","eth","case","count"
"598","Indiana","Not Hispanic or Latino","10225","05/18/2020","eth","case","count"
"599","Indiana","Unknown","15351","05/18/2020","eth","case","count"
"600","Indiana","all_occupied_beds_covid_19","1268","05/18/2020","beds","extra","count"
"601","Indiana","icu_total","2614","05/18/2020","beds","extra","count"
"602","Indiana","icu_occupied_beds_covid_19","421","05/18/2020","beds","extra","count"
"603","Indiana","occupied_icu_non_covid","1112","05/18/2020","bed","extra","count"
"604","Indiana","available_icu_beds_total","1081","05/18/2020","beds","extra","count"
"605","Indiana","total","3077","05/18/2020","vents","extra","count"
"606","Indiana","all_in_use_covid_19","206","05/18/2020","vents","extra","count"
"607","Indiana","non_covid_pts_on_vents","399","05/18/2020","vents","extra","count"
"608","Indiana","all_available_vents_not_in_use","2472","05/18/2020","vents","extra","count"
"609","Iowa","AI/AN","0","05/19/2020","race","case","count"
"610","Iowa","ASIAN","0","05/19/2020","race","case","count"
"611","Iowa","BLACK","0","05/19/2020","race","case","count"
"612","Iowa","MULTI","0","05/19/2020","race","case","count"
"613","Iowa","OTHER","0","05/19/2020","race","case","count"
"614","Iowa","PI","0","05/19/2020","race","case","count"
"615","Iowa","UNKNOWN","0","05/19/2020","race","case","count"
"616","Iowa","WHITE","0","05/19/2020","race","case","count"
"617","Iowa","0-17","0","05/19/2020","age","case","count"
"618","Iowa","18-40","0","05/19/2020","age","case","count"
"619","Iowa","41-60","0","05/19/2020","age","case","count"
"620","Iowa","61-80","0","05/19/2020","age","case","count"
"621","Iowa","80+","0","05/19/2020","age","case","count"
"622","Iowa","FEMALE","0","05/19/2020","gender","case","count"
"623","Iowa","MALE","0","05/19/2020","gender","case","count"
"624","Iowa","UNKNOWN/OTHER","0","05/19/2020","gender","case","count"
"625","Iowa","AI/AN","0","05/19/2020","race","death","count"
"626","Iowa","ASIAN","0","05/19/2020","race","death","count"
"627","Iowa","BLACK","0","05/19/2020","race","death","count"
"628","Iowa","MULTI","0","05/19/2020","race","death","count"
"629","Iowa","OTHER","0","05/19/2020","race","death","count"
"630","Iowa","PI","0","05/19/2020","race","death","count"
"631","Iowa","UNKNOWN","0","05/19/2020","race","death","count"
"632","Iowa","WHITE","0","05/19/2020","race","death","count"
"633","Iowa","0-17","0","05/19/2020","age","death","count"
"634","Iowa","18-40","0","05/19/2020","age","death","count"
"635","Iowa","41-60","0","05/19/2020","age","death","count"
"636","Iowa","61-80","0","05/19/2020","age","death","count"
"637","Iowa","80+","0","05/19/2020","age","death","count"
"638","Iowa","FEMALE","0","05/19/2020","gender","death","count"
"639","Iowa","MALE","0","05/19/2020","gender","death","count"
"640","Iowa","UNKNOWN/OTHER","0","05/19/2020","gender","death","count"
"641","Iowa",NA,"109275","05/19/2020","total","test","count"
"642","Iowa",NA,"15447","05/19/2020","total","case","count"
"643","Kansas","AI/AN","27","05/19/2020","race","case","count"
"644","Kansas","ASIAN","486","05/19/2020","race","case","count"
"645","Kansas","BLACK","863","05/19/2020","race","case","count"
"646","Kansas","OTHER","191","05/19/2020","race","case","count"
"647","Kansas","UNKNOWN","1825","05/19/2020","race","case","count"
"648","Kansas","WHITE","4948","05/19/2020","race","case","count"
"649","Kansas","0-9","172","05/19/2020","age","case","count"
"650","Kansas","10-17","259","05/19/2020","age","case","count"
"651","Kansas","18-24","999","05/19/2020","age","case","count"
"652","Kansas","25-34","1586","05/19/2020","age","case","count"
"653","Kansas","35-44","1506","05/19/2020","age","case","count"
"654","Kansas","45-54","1585","05/19/2020","age","case","count"
"655","Kansas","55-64","1211","05/19/2020","age","case","count"
"656","Kansas","65-74","518","05/19/2020","age","case","count"
"657","Kansas","75-84","269","05/19/2020","age","case","count"
"658","Kansas","85+","221","05/19/2020","age","case","count"
"659","Kansas","UNKNOWN","14","05/19/2020","age","case","count"
"660","Kansas","FEMALE","3482","05/19/2020","gender","case","count"
"661","Kansas","MALE","4651","05/19/2020","gender","case","count"
"662","Kansas","UNKNOWN/OTHER","207","05/19/2020","gender","case","count"
"663","Kansas","AI/AN","1","05/19/2020","race","death","count"
"664","Kansas","ASIAN","1","05/19/2020","race","death","count"
"665","Kansas","BLACK","55","05/19/2020","race","death","count"
"666","Kansas","OTHER","1","05/19/2020","race","death","count"
"667","Kansas","UNKNOWN","3","05/19/2020","race","death","count"
"668","Kansas","WHITE","112","05/19/2020","race","death","count"
"669","Kansas","0-9","0","05/19/2020","age","death","count"
"670","Kansas","10-17","0","05/19/2020","age","death","count"
"671","Kansas","18-24","0","05/19/2020","age","death","count"
"672","Kansas","25-34","0","05/19/2020","age","death","count"
"673","Kansas","35-44","7","05/19/2020","age","death","count"
"674","Kansas","45-54","4","05/19/2020","age","death","count"
"675","Kansas","55-64","25","05/19/2020","age","death","count"
"676","Kansas","65-74","30","05/19/2020","age","death","count"
"677","Kansas","75-84","39","05/19/2020","age","death","count"
"678","Kansas","85+","68","05/19/2020","age","death","count"
"679","Kansas","UNKNOWN","0","05/19/2020","age","death","count"
"680","Kansas","FEMALE","83","05/19/2020","gender","death","count"
"681","Kansas","MALE","90","05/19/2020","gender","death","count"
"682","Kansas","UNKNOWN/OTHER","0","05/19/2020","gender","death","count"
"683","Kansas","AI/AN","5","05/19/2020","race","hosp","count"
"684","Kansas","ASIAN","25","05/19/2020","race","hosp","count"
"685","Kansas","BLACK","161","05/19/2020","race","hosp","count"
"686","Kansas","WHITE","476","05/19/2020","race","hosp","count"
"687","Kansas","NA","73","05/19/2020","race","hosp","count"
"688","Kansas","0-9","5","05/19/2020","age","hosp","count"
"689","Kansas","10-17","0","05/19/2020","age","hosp","count"
"690","Kansas","18-24","13","05/19/2020","age","hosp","count"
"691","Kansas","25-34","32","05/19/2020","age","hosp","count"
"692","Kansas","35-44","109","05/19/2020","age","hosp","count"
"693","Kansas","45-54","81","05/19/2020","age","hosp","count"
"694","Kansas","55-64","162","05/19/2020","age","hosp","count"
"695","Kansas","65-74","144","05/19/2020","age","hosp","count"
"696","Kansas","75-84","105","05/19/2020","age","hosp","count"
"697","Kansas","85+","89","05/19/2020","age","hosp","count"
"698","Kansas","UNKNOWN","0","05/19/2020","age","hosp","count"
"699","Kansas",NA,"8340","05/19/2020","total","case","count"
"700","Kentucky","AI/AN","7e-04","05/15/2020","race","case","count"
"701","Kentucky","ASIAN","0.0587","05/15/2020","race","case","percent"
"702","Kentucky","BLACK","0.1479","05/15/2020","race","case","percent"
"703","Kentucky","MULTI","0.0526","05/15/2020","race","case","percent"
"704","Kentucky","NH","9e-04","05/15/2020","race","case","count"
"705","Kentucky","WHITE","0.7392","05/15/2020","race","case","percent"
"706","Kentucky","0-9","108","05/15/2020","age","case","count"
"707","Kentucky","10-19","273","05/15/2020","age","case","count"
"708","Kentucky","20-29","1088","05/15/2020","age","case","count"
"709","Kentucky","30-39","1258","05/15/2020","age","case","count"
"710","Kentucky","40-49","1292","05/15/2020","age","case","count"
"711","Kentucky","50-59","1206","05/15/2020","age","case","count"
"712","Kentucky","60-69","969","05/15/2020","age","case","count"
"713","Kentucky","70-79","644","05/15/2020","age","case","count"
"714","Kentucky","80+","657","05/15/2020","age","case","count"
"715","Kentucky","UNKNOWN","574","05/15/2020","age","case","count"
"716","Kentucky","FEMALE","3956","05/15/2020","gender","case","count"
"717","Kentucky","MALE","3853","05/15/2020","gender","case","count"
"718","Kentucky","UNKNOWN/OTHER","260","05/15/2020","gender","case","count"
"719","Kentucky","0-9","0","05/15/2020","age","death","count"
"720","Kentucky","10-19","0","05/15/2020","age","death","count"
"721","Kentucky","20-29","0","05/15/2020","age","death","count"
"722","Kentucky","30-39","2","05/15/2020","age","death","count"
"723","Kentucky","40-49","5","05/15/2020","age","death","count"
"724","Kentucky","50-59","23","05/15/2020","age","death","count"
"725","Kentucky","60-69","58","05/15/2020","age","death","count"
"726","Kentucky","70-79","87","05/15/2020","age","death","count"
"727","Kentucky","80+","191","05/15/2020","age","death","count"
"728","Kentucky","UNKNOWN","0","05/15/2020","age","death","count"
"729","Kentucky","FEMALE","208","05/15/2020","gender","death","count"
"730","Kentucky","MALE","158","05/15/2020","gender","death","count"
"731","Kentucky","UNKNOWN/OTHER","0","05/15/2020","gender","death","count"
"732","Kentucky","0-9","16","05/15/2020","age","hosp","count"
"733","Kentucky","10-19","43","05/15/2020","age","hosp","count"
"734","Kentucky","20-29","179","05/15/2020","age","hosp","count"
"735","Kentucky","30-39","200","05/15/2020","age","hosp","count"
"736","Kentucky","40-49","220","05/15/2020","age","hosp","count"
"737","Kentucky","50-59","285","05/15/2020","age","hosp","count"
"738","Kentucky","60-69","221","05/15/2020","age","hosp","count"
"739","Kentucky","70-79","160","05/15/2020","age","hosp","count"
"740","Kentucky","80+","162","05/15/2020","age","hosp","count"
"741","Kentucky","UNKNOWN","41","05/15/2020","age","hosp","count"
"742","Kentucky","FEMALE","869","05/15/2020","gender","hosp","count"
"743","Kentucky","MALE","655","05/15/2020","gender","hosp","count"
"744","Kentucky","UNKNOWN/OTHER","3","05/15/2020","gender","hosp","count"
"745","Kentucky",NA,"153800","05/15/2020","total","test","count"
"746","Kentucky",NA,"8069","05/15/2020","total","case","count"
"747","Kentucky","Hispanic","13.96%","05/15/2020","eth","case","percent"
"748","Kentucky","Non-Hispanic","86.04%","05/15/2020","eth","case","percent"
"749","Kentucky","0-9","0","05/15/2020","icu","extra","count"
"750","Kentucky","10-19","1","05/15/2020","icu","extra","count"
"751","Kentucky","20-29","7","05/15/2020","icu","extra","count"
"752","Kentucky","30-39","15","05/15/2020","icu","extra","count"
"753","Kentucky","40-49","16","05/15/2020","icu","extra","count"
"754","Kentucky","50-59","44","05/15/2020","icu","extra","count"
"755","Kentucky","60-69","56","05/15/2020","icu","extra","count"
"756","Kentucky","70-79","62","05/15/2020","icu","extra","count"
"757","Kentucky","80+","23","05/15/2020","icu","extra","count"
"758","Kentucky","Unconfi","0","05/15/2020","icu","extra","count"
"759","Kentucky","F","103","05/15/2020","icu","extra","count"
"760","Kentucky","M","120","05/15/2020","icu","extra","count"
"761","Kentucky","U","1","05/15/2020","icu","extra","count"
"762","Kentucky",NA,"2826","05/15/2020","recovered","extra","count"
"763","Kentucky","icu","224","05/15/2020","total","extra","count"
"764","Louisiana","0-18","618","05/19/2020","age","case","count"
"765","Louisiana","18-29","4352","05/19/2020","age","case","count"
"766","Louisiana","30-39","5588","05/19/2020","age","case","count"
"767","Louisiana","40-49","5858","05/19/2020","age","case","count"
"768","Louisiana","50-59","6538","05/19/2020","age","case","count"
"769","Louisiana","60-69","5649","05/19/2020","age","case","count"
"770","Louisiana","70+","6435","05/19/2020","age","case","count"
"771","Louisiana","FEMALE","0.55","05/19/2020","gender","case","percent"
"772","Louisiana","MALE","0.4","05/19/2020","gender","case","percent"
"773","Louisiana","UNKNOWN/OTHER","0.05","05/19/2020","gender","case","percent"
"774","Louisiana","AI/AN","2","05/19/2020","race","death","count"
"775","Louisiana","ASIAN","20","05/19/2020","race","death","count"
"776","Louisiana","BLACK","1350","05/19/2020","race","death","count"
"777","Louisiana","NH/PI","5","05/19/2020","race","death","count"
"778","Louisiana","OTHER","19","05/19/2020","race","death","count"
"779","Louisiana","UNKNOWN","4","05/19/2020","race","death","count"
"780","Louisiana","WHITE","1040","05/19/2020","race","death","count"
"781","Louisiana","0-18","2","05/19/2020","age","death","count"
"782","Louisiana","18-29","9","05/19/2020","age","death","count"
"783","Louisiana","30-39","43","05/19/2020","age","death","count"
"784","Louisiana","40-49","93","05/19/2020","age","death","count"
"785","Louisiana","50-59","214","05/19/2020","age","death","count"
"786","Louisiana","60-69","448","05/19/2020","age","death","count"
"787","Louisiana","70+","1649","05/19/2020","age","death","count"
"788","Louisiana","FEMALE","0.456","05/19/2020","gender","death","percent"
"789","Louisiana","MALE","0.544","05/19/2020","gender","death","percent"
"790","Louisiana","UNKNOWN/OTHER","0","05/19/2020","gender","death","count"
"791","Louisiana",NA,"278073","05/19/2020","total","test","count"
"792","Louisiana",NA,"35038","05/19/2020","total","case","count"
"793","Louisiana","In Use","456","05/19/2020","HospVent","extra","count"
"794","Louisiana","Still Available","1626","05/19/2020","HospVent","extra","count"
"795","Louisiana","In Use","8832","05/19/2020","Bed","extra","count"
"796","Louisiana","Still Available","5864","05/19/2020","Bed","extra","count"
"797","Louisiana","In Use","1237","05/19/2020","ICU","extra","count"
"798","Louisiana","Still Available","845","05/19/2020","ICU","extra","count"
"799","Louisiana","total","x (deaths)","05/19/2020","comorbidities","comorbidities","count"
"800","Louisiana","Asthma","4.15%","05/19/2020","comorbidities","comorbidities","percent"
"801","Louisiana","Cancer","7.57%","05/19/2020","comorbidities","comorbidities","percent"
"802","Louisiana","Cardiac Disease","20.92%","05/19/2020","comorbidities","comorbidities","percent"
"803","Louisiana","Chronic Kidney Disease","20.10%","05/19/2020","comorbidities","comorbidities","percent"
"804","Louisiana","Congestive Heart Failure","12.90%","05/19/2020","comorbidities","comorbidities","percent"
"805","Louisiana","Diabetes","36.65%","05/19/2020","comorbidities","comorbidities","percent"
"806","Louisiana","Hypertension","59.39%","05/19/2020","comorbidities","comorbidities","percent"
"807","Louisiana","Neurological","8.43%","05/19/2020","comorbidities","comorbidities","percent"
"808","Louisiana","Pulmonary","11.71%","05/19/2020","comorbidities","comorbidities","percent"
"809","Maine","AI/AN","2","05/19/2020","race","case","count"
"810","Maine","ASIAN/PI","22","05/19/2020","race","case","count"
"811","Maine","BLACK","140","05/19/2020","race","case","count"
"812","Maine","MULTI","3","05/19/2020","race","case","count"
"813","Maine","OTHER","37","05/19/2020","race","case","count"
"814","Maine","UNKNOWN","331","05/19/2020","race","case","count"
"815","Maine","WHITE","980","05/19/2020","race","case","count"
"816","Maine","0-20","63","05/19/2020","age","case","count"
"817","Maine","20-29","210","05/19/2020","age","case","count"
"818","Maine","30-39","222","05/19/2020","age","case","count"
"819","Maine","40-49","266","05/19/2020","age","case","count"
"820","Maine","50-59","332","05/19/2020","age","case","count"
"821","Maine","60-69","269","05/19/2020","age","case","count"
"822","Maine","70-79","192","05/19/2020","age","case","count"
"823","Maine","80+","187","05/19/2020","age","case","count"
"824","Maine","FEMALE","908","05/19/2020","gender","case","count"
"825","Maine","MALE","833","05/19/2020","gender","case","count"
"826","Maine","UNKNOWN/OTHER","0","05/19/2020","gender","case","count"
"827","Maine",NA,"1741","05/19/2020","total","case","count"
"828","Maine","Hispanic","44","05/19/2020","eth","extra","count"
"829","Maine","Not Hispanic","973","05/19/2020","eth","extra","count"
"830","Maine","Not Disclosed","498","05/19/2020","eth","extra","count"
"831","Maine","Total Hospitalized","44","05/19/2020","curr","extra","count"
"832","Maine","In Critical Care","19","05/19/2020","curr","extra","count"
"833","Maine","On a Ventilator","11","05/19/2020","curr","extra","count"
"834","Maine",NA,"185","05/19/2020","Available Critical Care Beds","extra","count"
"835","Maine",NA,"395","05/19/2020","Total Critical Care Beds","extra","count"
"836","Maine",NA,"253","05/19/2020","Available Ventilators","extra","count"
"837","Maine",NA,"314","05/19/2020","Total Ventilators","extra","count"
"838","Maine",NA,"439","05/19/2020","Alternative Ventilators","extra","count"
"839","Maine",NA,"1","05/19/2020","recovered","extra","count"
"840","Maryland","HISPANIC","9525","05/19/2020","race","case","count"
"841","Maryland","NH ASIAN","787","05/19/2020","race","case","count"
"842","Maryland","NH BLACK","12454","05/19/2020","race","case","count"
"843","Maryland","NH OTHER","2007","05/19/2020","race","case","count"
"844","Maryland","NH WHITE","8365","05/19/2020","race","case","count"
"845","Maryland","UNKNOWN","8408","05/19/2020","race","case","count"
"846","Maryland","0-9","837","05/19/2020","age","case","count"
"847","Maryland","10-19","1602","05/19/2020","age","case","count"
"848","Maryland","20-29","5520","05/19/2020","age","case","count"
"849","Maryland","30-39","7617","05/19/2020","age","case","count"
"850","Maryland","40-49","7495","05/19/2020","age","case","count"
"851","Maryland","50-59","6964","05/19/2020","age","case","count"
"852","Maryland","60-69","5050","05/19/2020","age","case","count"
"853","Maryland","70-79","3351","05/19/2020","age","case","count"
"854","Maryland","80+","3110","05/19/2020","age","case","count"
"855","Maryland","FEMALE","21686","05/19/2020","gender","case","count"
"856","Maryland","MALE","19860","05/19/2020","gender","case","count"
"857","Maryland","HISPANIC","160","05/19/2020","race","death","count"
"858","Maryland","NH ASIAN","69","05/19/2020","race","death","count"
"859","Maryland","NH BLACK","815","05/19/2020","race","death","count"
"860","Maryland","NH OTHER","24","05/19/2020","race","death","count"
"861","Maryland","NH WHITE","817","05/19/2020","race","death","count"
"862","Maryland","UNKNOWN","78","05/19/2020","race","death","count"
"863","Maryland","10-19","1","05/19/2020","age","death","count"
"864","Maryland","20-29","10","05/19/2020","age","death","count"
"865","Maryland","30-39","24","05/19/2020","age","death","count"
"866","Maryland","40-49","53","05/19/2020","age","death","count"
"867","Maryland","50-59","131","05/19/2020","age","death","count"
"868","Maryland","60-69","306","05/19/2020","age","death","count"
"869","Maryland","70-79","478","05/19/2020","age","death","count"
"870","Maryland","80+","884","05/19/2020","age","death","count"
"871","Maryland","UNKNOWN","76","05/19/2020","age","death","count"
"872","Maryland","FEMALE","967","05/19/2020","gender","death","count"
"873","Maryland","MALE","996","05/19/2020","gender","death","count"
"874","Maryland",NA,"208658","05/19/2020","total","test","count"
"875","Maryland",NA,"41546","05/19/2020","total","case","count"
"876","Maryland",NA,"118","05/19/2020","Number of probable deaths ","extra","count"
"877","Maryland",NA,"1421","05/19/2020","Currently hospitalized ","extra","count"
"878","Maryland",NA,"884","05/19/2020","Acute care ","extra","count"
"879","Maryland",NA,"537","05/19/2020","Intensive care ","extra","count"
"880","Maryland",NA,"2868","05/19/2020","Released from isolation ","extra","count"
"881","Massachusetts","HISPANIC","14758","05/18/2020","race","case","count"
"882","Massachusetts","NH ASIAN","1588","05/18/2020","race","case","count"
"883","Massachusetts","NH BLACK","7522","05/18/2020","race","case","count"
"884","Massachusetts","NH OTHER","3667","05/18/2020","race","case","count"
"885","Massachusetts","NH WHITE","22022","05/18/2020","race","case","count"
"886","Massachusetts","UNKNOWN","37495","05/18/2020","race","case","count"
"887","Massachusetts","0-19","3554","05/18/2020","age","case","count"
"888","Massachusetts","20-29","11185","05/18/2020","age","case","count"
"889","Massachusetts","30-39","12898","05/18/2020","age","case","count"
"890","Massachusetts","40-49","12536","05/18/2020","age","case","count"
"891","Massachusetts","50-59","14021","05/18/2020","age","case","count"
"892","Massachusetts","60-69","11544","05/18/2020","age","case","count"
"893","Massachusetts","70-79","8072","05/18/2020","age","case","count"
"894","Massachusetts","80+","12977","05/18/2020","age","case","count"
"895","Massachusetts","UNKNOWN","265","05/18/2020","age","case","count"
"896","Massachusetts","FEMALE","47429","05/18/2020","gender","case","count"
"897","Massachusetts","MALE","38246","05/18/2020","gender","case","count"
"898","Massachusetts","UNKNOWN/OTHER","1377","05/18/2020","gender","case","count"
"899","Massachusetts","HISPANIC","355","05/18/2020","race","death","count"
"900","Massachusetts","NH ASIAN","95","05/18/2020","race","death","count"
"901","Massachusetts","NH BLACK","299","05/18/2020","race","death","count"
"902","Massachusetts","NH OTHER","187","05/18/2020","race","death","count"
"903","Massachusetts","NH WHITE","2356","05/18/2020","race","death","count"
"904","Massachusetts","UNKNOWN","2570","05/18/2020","race","death","count"
"905","Massachusetts","0-19","0","05/18/2020","age","death","count"
"906","Massachusetts","20-29","7","05/18/2020","age","death","count"
"907","Massachusetts","30-39","18","05/18/2020","age","death","count"
"908","Massachusetts","40-49","51","05/18/2020","age","death","count"
"909","Massachusetts","50-59","211","05/18/2020","age","death","count"
"910","Massachusetts","60-69","578","05/18/2020","age","death","count"
"911","Massachusetts","70-79","1325","05/18/2020","age","death","count"
"912","Massachusetts","80+","3672","05/18/2020","age","death","count"
"913","Massachusetts","UNKNOWN","0","05/18/2020","age","death","count"
"914","Massachusetts","FEMALE","3019","05/18/2020","gender","death","count"
"915","Massachusetts","MALE","2830","05/18/2020","gender","death","count"
