"state_name","category","count","last_update","strata_type","data_type","metric","pop_est"
"Georgia","73","54","05/21/2020","age","death","count",68781
"Georgia","74","48","05/21/2020","age","death","count",65541
"Georgia","75","59","05/21/2020","age","death","count",65574
"Georgia","76","42","05/21/2020","age","death","count",55438
"Georgia","77","46","05/21/2020","age","death","count",50152
"Georgia","78","57","05/21/2020","age","death","count",46449
"Georgia","79","53","05/21/2020","age","death","count",42127
"Georgia","80","41","05/21/2020","age","death","count",38400
"Georgia","81","55","05/21/2020","age","death","count",34216
"Georgia","82","48","05/21/2020","age","death","count",31601
"Georgia","83","59","05/21/2020","age","death","count",29416
"Georgia","84","53","05/21/2020","age","death","count",24984
"Georgia","85","61","05/21/2020","age","death","count",146633
"Georgia","86","33","05/21/2020","age","death","count",NA
"Georgia","87","42","05/21/2020","age","death","count",NA
"Georgia","88","35","05/21/2020","age","death","count",NA
"Georgia","89","42","05/21/2020","age","death","count",NA
"Georgia","90+","215","05/21/2020","age","death","count",NA
"Georgia","FEMALE","848","05/21/2020","gender","death","count",5404059
"Georgia","MALE","927","05/21/2020","gender","death","count",5115416
"Georgia","","40663","05/21/2020","total","case","count",10519475
"Georgia","HISPANIC","4571","05/21/2020","eth","case","count",1026737
"Georgia","NON HISPANIC","20923","05/21/2020","eth","case","count",9492738
"Georgia","UNKNOWN","15169","05/21/2020","eth","case","count",NA
"Georgia","","1775","05/21/2020","total","death","count",10519475
"Georgia","HISPANIC","70","05/21/2020","eth","death","count",1026737
"Georgia","NON HISPANIC","1673","05/21/2020","eth","death","count",9492738
"Georgia","UNKNOWN","32","05/21/2020","eth","death","count",NA
"Georgia","","7289","05/21/2020","total","hosp","count",10519475
"Hawaii","AI/AN","0","05/22/2020","race","case","count",NA
"Hawaii","ASIAN","0","05/22/2020","race","case","count",NA
"Hawaii","BLACK","0","05/22/2020","race","case","count",NA
"Hawaii","MULTI","0","05/22/2020","race","case","count",NA
"Hawaii","OTHER","0","05/22/2020","race","case","count",NA
"Hawaii","PI","0","05/22/2020","race","case","count",NA
"Hawaii","UNKNOWN","0","05/22/2020","race","case","count",NA
"Hawaii","WHITE","0","05/22/2020","race","case","count",NA
"Hawaii","0-19","35","05/22/2020","age","case","count",333706
"Hawaii","20-39","215","05/22/2020","age","case","count",390753
"Hawaii","40-59","226","05/22/2020","age","case","count",345145
"Hawaii","60+","171","05/22/2020","age","case","count",350887
"Hawaii","","647","05/22/2020","total","case","count",1420491
"Hawaii","","17","05/22/2020","total","death","count",1420491
"Hawaii","","83","05/22/2020","total","hosp","count",1420491
"Idaho","AI/AN","24","05/22/2020","race","case","count",NA
"Idaho","ASIAN","43","05/22/2020","race","case","count",NA
"Idaho","BLACK","34","05/22/2020","race","case","count",NA
"Idaho","MULTI","86","05/22/2020","race","case","count",NA
"Idaho","OTHER","265","05/22/2020","race","case","count",NA
"Idaho","PI","4","05/22/2020","race","case","count",NA
"Idaho","UNKNOWN","696","05/22/2020","race","case","count",NA
"Idaho","WHITE","1379","05/22/2020","race","case","count",NA
"Idaho","0-17","123","05/22/2020","age","case","count",446972
"Idaho","18-29","535","05/22/2020","age","case","count",281944
"Idaho","30-39","411","05/22/2020","age","case","count",227589
"Idaho","40-49","415","05/22/2020","age","case","count",206318
"Idaho","50-59","405","05/22/2020","age","case","count",206861
"Idaho","60-69","305","05/22/2020","age","case","count",200787
"Idaho","70-79","174","05/22/2020","age","case","count",123864
"Idaho","80+","164","05/22/2020","age","case","count",59873
"Idaho","FEMALE","1384","05/22/2020","gender","case","count",875131
"Idaho","MALE","1146","05/22/2020","gender","case","count",879077
"Idaho","AI/AN","0","05/22/2020","race","death","count",NA
"Idaho","ASIAN","2","05/22/2020","race","death","count",NA
"Idaho","BLACK","1","05/22/2020","race","death","count",NA
"Idaho","MULTI","0","05/22/2020","race","death","count",NA
"Idaho","OTHER","0","05/22/2020","race","death","count",NA
"Idaho","PI","0","05/22/2020","race","death","count",NA
"Idaho","UNKNOWN","0","05/22/2020","race","death","count",NA
"Idaho","WHITE","74","05/22/2020","race","death","count",NA
"Idaho","0-17","0","05/22/2020","age","death","count",446972
"Idaho","18-29","0","05/22/2020","age","death","count",281944
"Idaho","30-39","0","05/22/2020","age","death","count",227589
"Idaho","40-49","0","05/22/2020","age","death","count",206318
"Idaho","50-59","2","05/22/2020","age","death","count",206861
"Idaho","60-69","9","05/22/2020","age","death","count",200787
"Idaho","70-79","16","05/22/2020","age","death","count",123864
"Idaho","80+","50","05/22/2020","age","death","count",59873
"Idaho","FEMALE","37","05/22/2020","gender","death","count",875131
"Idaho","MALE","40","05/22/2020","gender","death","count",879077
"Idaho","","39362","05/22/2020","total","test","count",1754208
"Idaho","","2534","05/22/2020","total","case","count",1754208
"Idaho","","223","05/22/2020","total","hosp","count",1754208
"Illinois","AI/AN","176","05/21/2020","race","case","count",NA
"Illinois","ASIAN","3058","05/21/2020","race","case","count",NA
"Illinois","BLACK","17808","05/21/2020","race","case","count",NA
"Illinois","HISPANIC","31386","05/21/2020","race","case","count",NA
"Illinois","NH/PI","265","05/21/2020","race","case","count",NA
"Illinois","OTHER","3846","05/21/2020","race","case","count",NA
"Illinois","UNKNOWN","25498","05/21/2020","race","case","count",NA
"Illinois","WHITE","20649","05/21/2020","race","case","count",NA
"Illinois","0-20","5980","05/21/2020","age","case","count",3349922
"Illinois","20-29","15789","05/21/2020","age","case","count",1751282
"Illinois","30-39","16911","05/21/2020","age","case","count",1720522
"Illinois","40-49","18579","05/21/2020","age","case","count",1603097
"Illinois","50-59","18329","05/21/2020","age","case","count",1689555
"Illinois","60-69","12745","05/21/2020","age","case","count",1447163
"Illinois","70-79","7112","05/21/2020","age","case","count",841100
"Illinois","80+","7176","05/21/2020","age","case","count",502287
"Illinois","UNKNOWN","65","05/21/2020","age","case","count",NA
"Illinois","FEMALE","51690","05/21/2020","gender","case","count",6480179
"Illinois","MALE","48821","05/21/2020","gender","case","count",6260901
"Illinois","UNKNOWN/OTHER","2175","05/21/2020","gender","case","count",NA
"Illinois","AI/AN","7","05/21/2020","race","death","count",NA
"Illinois","ASIAN","220","05/21/2020","race","death","count",NA
"Illinois","BLACK","1406","05/21/2020","race","death","count",NA
"Illinois","HISPANIC","849","05/21/2020","race","death","count",NA
"Illinois","NH/PI","3","05/21/2020","race","death","count",NA
"Illinois","OTHER","38","05/21/2020","race","death","count",NA
"Illinois","UNKNOWN","113","05/21/2020","race","death","count",NA
"Illinois","WHITE","1971","05/21/2020","race","death","count",NA
"Illinois","0-20","3","05/21/2020","age","death","count",3349922
"Illinois","20-29","18","05/21/2020","age","death","count",1751282
"Illinois","30-39","72","05/21/2020","age","death","count",1720522
"Illinois","40-49","157","05/21/2020","age","death","count",1603097
"Illinois","50-59","387","05/21/2020","age","death","count",1689555
"Illinois","60-69","813","05/21/2020","age","death","count",1447163
"Illinois","70-79","1113","05/21/2020","age","death","count",841100
"Illinois","80+","2044","05/21/2020","age","death","count",502287
"Illinois","UNKNOWN","0","05/21/2020","age","death","count",NA
"Illinois","FEMALE","2042","05/21/2020","gender","death","count",6480179
"Illinois","MALE","2560","05/21/2020","gender","death","count",6260901
"Illinois","UNKNOWN/OTHER","5","05/21/2020","gender","death","count",NA
"Illinois","","672020","05/21/2020","total","test","count",12741080
"Illinois","UNKNOWN","36741","05/21/2020","age","test","count",NA
"Illinois","0-20","39969","05/21/2020","age","test","count",3349922
"Illinois","20-29","89564","05/21/2020","age","test","count",1751282
"Illinois","30-39","104093","05/21/2020","age","test","count",1720522
"Illinois","40-49","102260","05/21/2020","age","test","count",1603097
"Illinois","50-59","108699","05/21/2020","age","test","count",1689555
"Illinois","60-69","91145","05/21/2020","age","test","count",1447163
"Illinois","70-79","54801","05/21/2020","age","test","count",841100
"Illinois","80+","44748","05/21/2020","age","test","count",502287
"Illinois","MALE","272308","05/21/2020","gender","test","count",6260901
"Illinois","FEMALE","342109","05/21/2020","gender","test","count",6480179
"Illinois","UNKNOWN/OTHER","57603","05/21/2020","gender","test","count",NA
"Illinois","WHITE","161553","05/21/2020","race","test","count",NA
"Illinois","BLACK","61250","05/21/2020","race","test","count",NA
"Illinois","LEFT BLANK","351439","05/21/2020","race","test","count",NA
"Illinois","OTHER","24901","05/21/2020","race","test","count",NA
"Illinois","ASIAN","10682","05/21/2020","race","test","count",NA
"Illinois","HISPANIC","61055","05/21/2020","race","test","count",NA
"Illinois","NH/PI*","645","05/21/2020","race","test","count",NA
"Illinois","AI/AN**","495","05/21/2020","race","test","count",NA
"Illinois","","102686","05/21/2020","total","case","count",12741080
"Illinois","","4607","05/21/2020","total","death","count",12741080
"Indiana","ASIAN","432","05/20/2020","race","case","count",NA
"Indiana","BLACK","4247","05/20/2020","race","case","count",NA
"Indiana","OTHER","5181","05/20/2020","race","case","count",NA
"Indiana","UNKNOWN","6377","05/20/2020","race","case","count",NA
"Indiana","WHITE","13699","05/20/2020","race","case","count",NA
"Indiana","0-19","1168","05/20/2020","age","case","count",1752893
"Indiana","20-29","4124","05/20/2020","age","case","count",930073
"Indiana","30-39","4795","05/20/2020","age","case","count",844497
"Indiana","40-49","5107","05/20/2020","age","case","count",815370
"Indiana","50-59","5116","05/20/2020","age","case","count",871660
"Indiana","60-69","3931","05/20/2020","age","case","count",772889
"Indiana","70-79","2528","05/20/2020","age","case","count",450969
"Indiana","80+","3140","05/20/2020","age","case","count",253527
"Indiana","UNKNOWN","27","05/20/2020","age","case","count",NA
"Indiana","FEMALE","15401","05/20/2020","gender","case","count",3391576
"Indiana","MALE","13798","05/20/2020","gender","case","count",3300302
"Indiana","UNKNOWN/OTHER","737","05/20/2020","gender","case","count",NA
"Indiana","ASIAN","9","05/20/2020","race","death","count",NA
"Indiana","BLACK","269","05/20/2020","race","death","count",NA
"Indiana","OTHER","207","05/20/2020","race","death","count",NA
"Indiana","UNKNOWN","119","05/20/2020","race","death","count",NA
"Indiana","WHITE","1160","05/20/2020","race","death","count",NA
"Indiana","0-19","2","05/20/2020","age","death","count",1752893
"Indiana","20-29","4","05/20/2020","age","death","count",930073
"Indiana","30-39","13","05/20/2020","age","death","count",844497
"Indiana","40-49","36","05/20/2020","age","death","count",815370
"Indiana","50-59","97","05/20/2020","age","death","count",871660
"Indiana","60-69","285","05/20/2020","age","death","count",772889
"Indiana","70-79","428","05/20/2020","age","death","count",450969
"Indiana","80+","899","05/20/2020","age","death","count",253527
"Indiana","UNKNOWN","0","05/20/2020","age","death","count",NA
"Indiana","FEMALE","837","05/20/2020","gender","death","count",3391576
"Indiana","MALE","883","05/20/2020","gender","death","count",3300302
"Indiana","UNKNOWN/OTHER","44","05/20/2020","gender","death","count",NA
"Indiana","","202995","05/20/2020","total","test","count",6691878
"Indiana","","29936","05/20/2020","total","case","count",6691878
"Indiana","HISPANIC","3318","05/20/2020","eth","case","count",475237
"Indiana","NON HISPANIC","10575","05/20/2020","eth","case","count",6216641
"Indiana","UNKNOWN","16043","05/20/2020","eth","case","count",NA
"Indiana","","1764","05/20/2020","total","death","count",6691878
"Indiana","HISPANIC","27","05/20/2020","eth","death","count",475237
"Indiana","NON HISPANIC","991","05/20/2020","eth","death","count",6216641
"Indiana","UNKNOWN","746","05/20/2020","eth","death","count",NA
"Iowa","AI/AN","0","05/22/2020","race","case","count",NA
"Iowa","ASIAN","0","05/22/2020","race","case","count",NA
"Iowa","BLACK","0","05/22/2020","race","case","count",NA
"Iowa","MULTI","0","05/22/2020","race","case","count",NA
"Iowa","OTHER","0","05/22/2020","race","case","count",NA
"Iowa","PI","0","05/22/2020","race","case","count",NA
"Iowa","UNKNOWN","0","05/22/2020","race","case","count",NA
"Iowa","WHITE","0","05/22/2020","race","case","count",NA
"Iowa","0-17","0","05/22/2020","age","case","count",730767
"Iowa","18-40","0","05/22/2020","age","case","count",956272
"Iowa","41-60","0","05/22/2020","age","case","count",767902
"Iowa","61-80","0","05/22/2020","age","case","count",570390
"Iowa","80+","0","05/22/2020","age","case","count",146270
"Iowa","FEMALE","0","05/22/2020","gender","case","count",1585338
"Iowa","MALE","0","05/22/2020","gender","case","count",1570807
"Iowa","UNKNOWN/OTHER","0","05/22/2020","gender","case","count",NA
"Iowa","AI/AN","0","05/22/2020","race","death","count",NA
"Iowa","ASIAN","0","05/22/2020","race","death","count",NA
"Iowa","BLACK","0","05/22/2020","race","death","count",NA
"Iowa","MULTI","0","05/22/2020","race","death","count",NA
"Iowa","OTHER","0","05/22/2020","race","death","count",NA
"Iowa","PI","0","05/22/2020","race","death","count",NA
"Iowa","UNKNOWN","0","05/22/2020","race","death","count",NA
"Iowa","WHITE","0","05/22/2020","race","death","count",NA
"Iowa","0-17","0","05/22/2020","age","death","count",730767
"Iowa","18-40","0","05/22/2020","age","death","count",956272
"Iowa","41-60","0","05/22/2020","age","death","count",767902
"Iowa","61-80","0","05/22/2020","age","death","count",570390
"Iowa","80+","0","05/22/2020","age","death","count",146270
"Iowa","FEMALE","0","05/22/2020","gender","death","count",1585338
"Iowa","MALE","0","05/22/2020","gender","death","count",1570807
"Iowa","UNKNOWN/OTHER","0","05/22/2020","gender","death","count",NA
"Iowa","","118474","05/22/2020","total","test","count",3156145
"Iowa","","16307","05/22/2020","total","case","count",3156145
"Iowa","","418","05/22/2020","total","death","count",3156145
"Kansas","AI/AN","29","05/22/2020","race","case","count",NA
"Kansas","ASIAN","531","05/22/2020","race","case","count",NA
"Kansas","BLACK","890","05/22/2020","race","case","count",NA
"Kansas","OTHER","198","05/22/2020","race","case","count",NA
"Kansas","UNKNOWN","1783","05/22/2020","race","case","count",NA
"Kansas","WHITE","5108","05/22/2020","race","case","count",NA
"Kansas","0-9","181","05/22/2020","age","case","count",386956
"Kansas","10-17","269","05/22/2020","age","case","count",319005
"Kansas","18-24","1027","05/22/2020","age","case","count",294735
"Kansas","25-34","1613","05/22/2020","age","case","count",382884
"Kansas","35-44","1551","05/22/2020","age","case","count",356322
"Kansas","45-54","1619","05/22/2020","age","case","count",335937
"Kansas","55-64","1233","05/22/2020","age","case","count",373425
"Kansas","65-74","528","05/22/2020","age","case","count",262857
"Kansas","75-84","275","05/22/2020","age","case","count",133848
"Kansas","85+","226","05/22/2020","age","case","count",65536
"Kansas","UNKNOWN","17","05/22/2020","age","case","count",NA
"Kansas","FEMALE","3597","05/22/2020","gender","case","count",1461099
"Kansas","MALE","4748","05/22/2020","gender","case","count",1450406
"Kansas","UNKNOWN/OTHER","194","05/22/2020","gender","case","count",NA
"Kansas","AI/AN","1","05/22/2020","race","death","count",NA
"Kansas","ASIAN","1","05/22/2020","race","death","count",NA
"Kansas","BLACK","56","05/22/2020","race","death","count",NA
"Kansas","OTHER","1","05/22/2020","race","death","count",NA
"Kansas","UNKNOWN","4","05/22/2020","race","death","count",NA
"Kansas","WHITE","115","05/22/2020","race","death","count",NA
"Kansas","0-9","0","05/22/2020","age","death","count",386956
"Kansas","10-17","0","05/22/2020","age","death","count",319005
"Kansas","18-24","0","05/22/2020","age","death","count",294735
"Kansas","25-34","0","05/22/2020","age","death","count",382884
"Kansas","35-44","7","05/22/2020","age","death","count",356322
"Kansas","45-54","4","05/22/2020","age","death","count",335937
"Kansas","55-64","26","05/22/2020","age","death","count",373425
"Kansas","65-74","33","05/22/2020","age","death","count",262857
"Kansas","75-84","39","05/22/2020","age","death","count",133848
"Kansas","85+","69","05/22/2020","age","death","count",65536
"Kansas","UNKNOWN","0","05/22/2020","age","death","count",NA
"Kansas","FEMALE","85","05/22/2020","gender","death","count",1461099
"Kansas","MALE","93","05/22/2020","gender","death","count",1450406
"Kansas","UNKNOWN/OTHER","0","05/22/2020","gender","death","count",NA
"Kansas","AI/AN","5","05/22/2020","race","hosp","count",NA
"Kansas","ASIAN","26","05/22/2020","race","hosp","count",NA
"Kansas","BLACK","162","05/22/2020","race","hosp","count",NA
"Kansas","OTHER","30","05/22/2020","race","hosp","count",NA
"Kansas","UNKNOWN","45","05/22/2020","race","hosp","count",NA
"Kansas","WHITE","492","05/22/2020","race","hosp","count",NA
"Kansas","0-9","5","05/22/2020","age","hosp","count",386956
"Kansas","10-17","0","05/22/2020","age","hosp","count",319005
"Kansas","18-24","16","05/22/2020","age","hosp","count",294735
"Kansas","25-34","33","05/22/2020","age","hosp","count",382884
"Kansas","35-44","111","05/22/2020","age","hosp","count",356322
"Kansas","45-54","83","05/22/2020","age","hosp","count",335937
"Kansas","55-64","168","05/22/2020","age","hosp","count",373425
"Kansas","65-74","147","05/22/2020","age","hosp","count",262857
"Kansas","75-84","106","05/22/2020","age","hosp","count",133848
"Kansas","85+","91","05/22/2020","age","hosp","count",65536
"Kansas","UNKNOWN","0","05/22/2020","age","hosp","count",NA
"Kansas","","8539","05/22/2020","total","case","count",2911505
"Kansas","","178","05/22/2020","total","death","count",2911505
"Kansas","","760","05/22/2020","total","hosp","count",2911505
"Kentucky","AI/AN","8e-04","05/18/2020","race","case","count",NA
"Kentucky","ASIAN","0.058","05/18/2020","race","case","percent",NA
"Kentucky","BLACK","0.147","05/18/2020","race","case","percent",NA
"Kentucky","MULTI","0.0525","05/18/2020","race","case","percent",NA
"Kentucky","NH","8e-04","05/18/2020","race","case","count",NA
"Kentucky","WHITE","0.7407","05/18/2020","race","case","percent",NA
"Kentucky","0-9","119","05/18/2020","age","case","count",552138
"Kentucky","10-19","279","05/18/2020","age","case","count",572893
"Kentucky","20-29","1128","05/18/2020","age","case","count",611856
"Kentucky","30-39","1287","05/18/2020","age","case","count",557826
"Kentucky","40-49","1322","05/18/2020","age","case","count",554536
"Kentucky","50-59","1236","05/18/2020","age","case","count",599063
"Kentucky","60-69","993","05/18/2020","age","case","count",534523
"Kentucky","70-79","670","05/18/2020","age","case","count",321045
"Kentucky","80+","675","05/18/2020","age","case","count",164522
"Kentucky","UNKNOWN","577","05/18/2020","age","case","count",NA
"Kentucky","FEMALE","4091","05/18/2020","gender","case","count",2266891
"Kentucky","MALE","3947","05/18/2020","gender","case","count",2201511
"Kentucky","UNKNOWN/OTHER","248","05/18/2020","gender","case","count",NA
"Kentucky","0-9","0","05/18/2020","age","death","count",552138
"Kentucky","10-19","0","05/18/2020","age","death","count",572893
"Kentucky","20-29","0","05/18/2020","age","death","count",611856
"Kentucky","30-39","2","05/18/2020","age","death","count",557826
"Kentucky","40-49","6","05/18/2020","age","death","count",554536
"Kentucky","50-59","25","05/18/2020","age","death","count",599063
"Kentucky","60-69","60","05/18/2020","age","death","count",534523
"Kentucky","70-79","97","05/18/2020","age","death","count",321045
"Kentucky","80+","196","05/18/2020","age","death","count",164522
"Kentucky","UNKNOWN","0","05/18/2020","age","death","count",NA
"Kentucky","FEMALE","220","05/18/2020","gender","death","count",2266891
"Kentucky","MALE","166","05/18/2020","gender","death","count",2201511
"Kentucky","UNKNOWN/OTHER","0","05/18/2020","gender","death","count",NA
"Kentucky","0-9","17","05/18/2020","age","hosp","count",552138
"Kentucky","10-19","44","05/18/2020","age","hosp","count",572893
"Kentucky","20-29","181","05/18/2020","age","hosp","count",611856
"Kentucky","30-39","202","05/18/2020","age","hosp","count",557826
"Kentucky","40-49","221","05/18/2020","age","hosp","count",554536
"Kentucky","50-59","288","05/18/2020","age","hosp","count",599063
"Kentucky","60-69","225","05/18/2020","age","hosp","count",534523
"Kentucky","70-79","170","05/18/2020","age","hosp","count",321045
"Kentucky","80+","165","05/18/2020","age","hosp","count",164522
"Kentucky","UNKNOWN","41","05/18/2020","age","hosp","count",NA
"Kentucky","FEMALE","881","05/18/2020","gender","hosp","count",2266891
"Kentucky","MALE","670","05/18/2020","gender","hosp","count",2201511
"Kentucky","UNKNOWN/OTHER","3","05/18/2020","gender","hosp","count",NA
"Kentucky","","166240","05/18/2020","total","test","count",4468402
"Kentucky","","8286","05/18/2020","total","case","count",4468402
"Kentucky","HISPANIC","14.11%","05/18/2020","eth","case","percent",171933
"Kentucky","NON HISPANIC","85.89%","05/18/2020","eth","case","percent",4296469
"Kentucky","","386","05/18/2020","total","death","count",4468402
"Kentucky","","1554","05/18/2020","total","hosp","count",4468402
"Louisiana","0-18","706","05/21/2020","age","case","count",1155532
"Louisiana","18-29","4570","05/21/2020","age","case","count",769168
"Louisiana","30-39","5794","05/21/2020","age","case","count",637050
"Louisiana","40-49","6058","05/21/2020","age","case","count",545285
"Louisiana","50-59","6753","05/21/2020","age","case","count",600193
"Louisiana","60-69","5843","05/21/2020","age","case","count",536818
"Louisiana","70+","6780","05/21/2020","age","case","count",475548
"Louisiana","FEMALE","0.55","05/21/2020","gender","case","percent",2385219
"Louisiana","MALE","0.4","05/21/2020","gender","case","percent",2274759
"Louisiana","UNKNOWN/OTHER","0.05","05/21/2020","gender","case","percent",NA
"Louisiana","AI/AN","2","05/21/2020","race","death","count",NA
"Louisiana","ASIAN","20","05/21/2020","race","death","count",NA
"Louisiana","BLACK","1350","05/21/2020","race","death","count",NA
"Louisiana","NH/PI","5","05/21/2020","race","death","count",NA
"Louisiana","OTHER","19","05/21/2020","race","death","count",NA
"Louisiana","UNKNOWN","4","05/21/2020","race","death","count",NA
"Louisiana","WHITE","1040","05/21/2020","race","death","count",NA
"Louisiana","0-18","2","05/21/2020","age","death","count",1155532
"Louisiana","18-29","9","05/21/2020","age","death","count",769168
"Louisiana","30-39","44","05/21/2020","age","death","count",637050
"Louisiana","40-49","94","05/21/2020","age","death","count",545285
"Louisiana","50-59","221","05/21/2020","age","death","count",600193
"Louisiana","60-69","460","05/21/2020","age","death","count",536818
"Louisiana","70+","1676","05/21/2020","age","death","count",475548
"Louisiana","FEMALE","0.456","05/21/2020","gender","death","percent",2385219
"Louisiana","MALE","0.544","05/21/2020","gender","death","percent",2274759
"Louisiana","UNKNOWN/OTHER","0","05/21/2020","gender","death","count",NA
"Louisiana","","305381","05/21/2020","total","test","count",4659978
"Louisiana","","36504","05/21/2020","total","case","count",4659978
"Louisiana","","2506","05/21/2020","total","death","count",4659978
"Louisiana","HISPANIC","1.84%","05/21/2020","eth","death","percent",243811
"Louisiana","NON HISPANIC","83.60%","05/21/2020","eth","death","percent",4416167
"Louisiana","UNKNOWN","14.60%","05/21/2020","eth","death","percent",NA
"Maine","AI/AN","3","05/21/2020","race","case","count",NA
"Maine","ASIAN/PI","28","05/21/2020","race","case","count",NA
"Maine","BLACK","235","05/21/2020","race","case","count",NA
"Maine","MULTI","4","05/21/2020","race","case","count",NA
"Maine","OTHER","42","05/21/2020","race","case","count",NA
"Maine","UNKNOWN","362","05/21/2020","race","case","count",NA
"Maine","WHITE","1145","05/21/2020","race","case","count",NA
"Maine","0-20","79","05/21/2020","age","case","count",297851
"Maine","20-29","229","05/21/2020","age","case","count",155665
"Maine","30-39","253","05/21/2020","age","case","count",157862
"Maine","40-49","292","05/21/2020","age","case","count",159930
"Maine","50-59","351","05/21/2020","age","case","count",201615
"Maine","60-69","277","05/21/2020","age","case","count",196556
"Maine","70-79","200","05/21/2020","age","case","count",119225
"Maine","80+","196","05/21/2020","age","case","count",65047
"Maine","FEMALE","967","05/21/2020","gender","case","count",683031
"Maine","MALE","910","05/21/2020","gender","case","count",655373
"Maine","UNKNOWN/OTHER","0","05/21/2020","gender","case","count",NA
"Maine","","1877","05/21/2020","total","case","count",1338404
"Maine","","73","05/21/2020","total","death","count",1338404
"Maine","","235","05/21/2020","total","hosp","count",1338404
"Maryland","HISPANIC","10374","05/21/2020","race","case","count",NA
"Maryland","NH ASIAN","836","05/21/2020","race","case","count",NA
"Maryland","NH BLACK","13086","05/21/2020","race","case","count",NA
"Maryland","NH OTHER","2143","05/21/2020","race","case","count",NA
"Maryland","NH WHITE","8697","05/21/2020","race","case","count",NA
"Maryland","UNKNOWN","8395","05/21/2020","race","case","count",NA
"Maryland","0-9","928","05/21/2020","age","case","count",734948
"Maryland","10-19","1736","05/21/2020","age","case","count",760010
"Maryland","20-29","5826","05/21/2020","age","case","count",794984
"Maryland","30-39","8031","05/21/2020","age","case","count",823580
"Maryland","40-49","7868","05/21/2020","age","case","count",763740
"Maryland","50-59","7267","05/21/2020","age","case","count",853899
"Maryland","60-69","5244","05/21/2020","age","case","count",687699
"Maryland","70-79","3439","05/21/2020","age","case","count",401024
"Maryland","80+","3192","05/21/2020","age","case","count",222834
"Maryland","FEMALE","22688","05/21/2020","gender","case","count",3113797
"Maryland","MALE","20843","05/21/2020","gender","case","count",2928921
"Maryland","HISPANIC","176","05/21/2020","race","death","count",NA
"Maryland","NH ASIAN","74","05/21/2020","race","death","count",NA
"Maryland","NH BLACK","852","05/21/2020","race","death","count",NA
"Maryland","NH OTHER","27","05/21/2020","race","death","count",NA
"Maryland","NH WHITE","855","05/21/2020","race","death","count",NA
"Maryland","UNKNOWN","61","05/21/2020","race","death","count",NA
"Maryland","10-19","1","05/21/2020","age","death","count",760010
"Maryland","20-29","11","05/21/2020","age","death","count",794984
"Maryland","30-39","28","05/21/2020","age","death","count",823580
"Maryland","40-49","55","05/21/2020","age","death","count",763740
"Maryland","50-59","138","05/21/2020","age","death","count",853899
"Maryland","60-69","319","05/21/2020","age","death","count",687699
"Maryland","70-79","507","05/21/2020","age","death","count",401024
"Maryland","80+","929","05/21/2020","age","death","count",222834
"Maryland","UNKNOWN","57","05/21/2020","age","death","count",NA
"Maryland","","220233","05/21/2020","total","test","count",6042718
"Maryland","","43531","05/21/2020","total","case","count",6042718
"Maryland","","2045","05/21/2020","total","death","count",6042718
"Maryland","","7485","05/21/2020","total","hosp","count",6042718
"Massachusetts","HISPANIC","15524","05/20/2020","race","case","count",NA
"Massachusetts","NH ASIAN","1634","05/20/2020","race","case","count",NA
"Massachusetts","NH BLACK","7770","05/20/2020","race","case","count",NA
"Massachusetts","NH OTHER","3842","05/20/2020","race","case","count",NA
"Massachusetts","NH WHITE","22721","05/20/2020","race","case","count",NA
"Massachusetts","UNKNOWN","37479","05/20/2020","race","case","count",NA
"Massachusetts","0-19","3779","05/20/2020","age","case","count",1574719
"Massachusetts","20-29","11555","05/20/2020","age","case","count",1001927
"Massachusetts","30-39","13229","05/20/2020","age","case","count",925134
"Massachusetts","40-49","12804","05/20/2020","age","case","count",844364
"Massachusetts","50-59","14316","05/20/2020","age","case","count",970212
"Massachusetts","60-69","11716","05/20/2020","age","case","count",813943
"Massachusetts","70-79","8175","05/20/2020","age","case","count",479916
"Massachusetts","80+","13145","05/20/2020","age","case","count",291934
"Massachusetts","UNKNOWN","251","05/20/2020","age","case","count",NA
"Massachusetts","FEMALE","48481","05/20/2020","gender","case","count",3551621
"Massachusetts","MALE","39153","05/20/2020","gender","case","count",3350528
"Massachusetts","UNKNOWN/OTHER","1336","05/20/2020","gender","case","count",NA
"Massachusetts","HISPANIC","373","05/20/2020","race","death","count",NA
"Massachusetts","NH ASIAN","106","05/20/2020","race","death","count",NA
"Massachusetts","NH BLACK","310","05/20/2020","race","death","count",NA
"Massachusetts","NH OTHER","195","05/20/2020","race","death","count",NA
"Massachusetts","NH WHITE","2463","05/20/2020","race","death","count",NA
"Massachusetts","UNKNOWN","2619","05/20/2020","race","death","count",NA
"Massachusetts","0-19","0","05/20/2020","age","death","count",1574719
"Massachusetts","20-29","8","05/20/2020","age","death","count",1001927
"Massachusetts","30-39","18","05/20/2020","age","death","count",925134
"Massachusetts","40-49","52","05/20/2020","age","death","count",844364
"Massachusetts","50-59","215","05/20/2020","age","death","count",970212
"Massachusetts","60-69","607","05/20/2020","age","death","count",813943
"Massachusetts","70-79","1370","05/20/2020","age","death","count",479916
"Massachusetts","80+","3796","05/20/2020","age","death","count",291934
"Massachusetts","UNKNOWN","0","05/20/2020","age","death","count",NA
"Massachusetts","FEMALE","3141","05/20/2020","gender","death","count",3551621
"Massachusetts","MALE","2918","05/20/2020","gender","death","count",3350528
"Massachusetts","HISPANIC","1145","05/20/2020","race","hosp","count",NA
