"state_name","category","count","last_update","strata_type","data_type","metric","pop"
"Georgia","49","13","5/20/20","age","death","count",139169
"Georgia","50","9","5/20/20","age","death","count",134781
"Georgia","51","6","5/20/20","age","death","count",134798
"Georgia","52","6","5/20/20","age","death","count",137264
"Georgia","53","16","5/20/20","age","death","count",142905
"Georgia","54","15","5/20/20","age","death","count",143271
"Georgia","55","12","5/20/20","age","death","count",140264
"Georgia","56","19","5/20/20","age","death","count",138103
"Georgia","57","14","5/20/20","age","death","count",137452
"Georgia","58","23","5/20/20","age","death","count",136339
"Georgia","59","19","5/20/20","age","death","count",130189
"Georgia","60","20","5/20/20","age","death","count",126936
"Georgia","61","27","5/20/20","age","death","count",125884
"Georgia","62","30","5/20/20","age","death","count",120188
"Georgia","63","41","5/20/20","age","death","count",117971
"Georgia","64","28","5/20/20","age","death","count",112356
"Georgia","65","43","5/20/20","age","death","count",107197
"Georgia","66","39","5/20/20","age","death","count",102310
"Georgia","67","36","5/20/20","age","death","count",99429
"Georgia","68","46","5/20/20","age","death","count",97488
"Georgia","69","30","5/20/20","age","death","count",94552
"Georgia","70","44","5/20/20","age","death","count",93829
"Georgia","71","48","5/20/20","age","death","count",96027
"Georgia","72","29","5/20/20","age","death","count",70265
"Georgia","73","53","5/20/20","age","death","count",68781
"Georgia","74","48","5/20/20","age","death","count",65541
"Georgia","75","55","5/20/20","age","death","count",65574
"Georgia","76","41","5/20/20","age","death","count",55438
"Georgia","77","44","5/20/20","age","death","count",50152
"Georgia","78","52","5/20/20","age","death","count",46449
"Georgia","79","53","5/20/20","age","death","count",42127
"Georgia","80","34","5/20/20","age","death","count",38400
"Georgia","81","52","5/20/20","age","death","count",34216
"Georgia","82","46","5/20/20","age","death","count",31601
"Georgia","83","56","5/20/20","age","death","count",29416
"Georgia","84","52","5/20/20","age","death","count",24984
"Georgia","85","59","5/20/20","age","death","count",146633
"Georgia","86","29","5/20/20","age","death","count",NA
"Georgia","87","41","5/20/20","age","death","count",NA
"Georgia","88","33","5/20/20","age","death","count",NA
"Georgia","89","42","5/20/20","age","death","count",NA
"Georgia","90+","202","5/20/20","age","death","count",NA
"Georgia","FEMALE","804","5/20/20","gender","death","count",5404059
"Georgia","MALE","893","5/20/20","gender","death","count",5115416
"Georgia",NA,"39801","5/20/20","total","case","count",10519475
"Georgia","HISPANIC/LATINO","4410","5/20/20","eth","case","count",NA
"Georgia","NON-HISPANIC/LATINO","20540","5/20/20","eth","case","count",NA
"Georgia","UNKNOWN","14851","5/20/20","eth","case","count",NA
"Georgia",NA,"1697","5/20/20","total","death","count",10519475
"Georgia","HISPANIC/LATINO","62","5/20/20","eth","death","count",NA
"Georgia","NON-HISPANIC/LATINO","1583","5/20/20","eth","death","count",NA
"Georgia","UNKNOWN","52","5/20/20","eth","death","count",NA
"Georgia",NA,"7171","5/20/20","total","hosp","count",10519475
"Georgia","NO","74","5/20/20","comorbidities","comorbidities","count",NA
"Georgia","UNKNOWN","541","5/20/20","comorbidities","comorbidities","count",NA
"Georgia","YES","1082","5/20/20","comorbidities","comorbidities","count",NA
"Hawaii","AI/AN","0","5/20/20","race","case","count",NA
"Hawaii","ASIAN","0","5/20/20","race","case","count",NA
"Hawaii","BLACK","0","5/20/20","race","case","count",NA
"Hawaii","MULTI","0","5/20/20","race","case","count",NA
"Hawaii","OTHER","0","5/20/20","race","case","count",NA
"Hawaii","PI","0","5/20/20","race","case","count",NA
"Hawaii","UNKNOWN","0","5/20/20","race","case","count",NA
"Hawaii","WHITE","0","5/20/20","race","case","count",NA
"Hawaii","0-19","34","5/20/20","age","case","count",333706
"Hawaii","20-39","214","5/20/20","age","case","count",390753
"Hawaii","40-59","224","5/20/20","age","case","count",345145
"Hawaii","60+","171","5/20/20","age","case","count",350887
"Hawaii",NA,"643","5/20/20","total","case","count",1420491
"Hawaii",NA,"17","5/20/20","total","death","count",1420491
"Hawaii",NA,"82","5/20/20","total","hosp","count",1420491
"Idaho","AI/AN","24","5/20/20","race","case","count",NA
"Idaho","ASIAN","44","5/20/20","race","case","count",NA
"Idaho","BLACK","34","5/20/20","race","case","count",NA
"Idaho","MULTI","80","5/20/20","race","case","count",NA
"Idaho","OTHER","262","5/20/20","race","case","count",NA
"Idaho","PI","3","5/20/20","race","case","count",NA
"Idaho","UNKNOWN","695","5/20/20","race","case","count",NA
"Idaho","WHITE","610","5/20/20","race","case","count",NA
"Idaho","0-17","123","5/20/20","age","case","count",446972
"Idaho","18-29","527","5/20/20","age","case","count",281944
"Idaho","30-39","402","5/20/20","age","case","count",227589
"Idaho","40-49","411","5/20/20","age","case","count",206318
"Idaho","50-59","403","5/20/20","age","case","count",206861
"Idaho","60-69","301","5/20/20","age","case","count",200787
"Idaho","70-79","173","5/20/20","age","case","count",123864
"Idaho","80+","164","5/20/20","age","case","count",59873
"Idaho","FEMALE","1369","5/20/20","gender","case","count",875131
"Idaho","MALE","1133","5/20/20","gender","case","count",879077
"Idaho","AI/AN","0","5/20/20","race","death","count",NA
"Idaho","ASIAN","2","5/20/20","race","death","count",NA
"Idaho","BLACK","1","5/20/20","race","death","count",NA
"Idaho","MULTI","0","5/20/20","race","death","count",NA
"Idaho","OTHER","0","5/20/20","race","death","count",NA
"Idaho","PI","0","5/20/20","race","death","count",NA
"Idaho","UNKNOWN","0","5/20/20","race","death","count",NA
"Idaho","WHITE","73","5/20/20","race","death","count",NA
"Idaho","0-17","0","5/20/20","age","death","count",446972
"Idaho","18-29","0","5/20/20","age","death","count",281944
"Idaho","30-39","0","5/20/20","age","death","count",227589
"Idaho","40-49","0","5/20/20","age","death","count",206318
"Idaho","50-59","2","5/20/20","age","death","count",206861
"Idaho","60-69","9","5/20/20","age","death","count",200787
"Idaho","70-79","16","5/20/20","age","death","count",123864
"Idaho","80+","50","5/20/20","age","death","count",59873
"Idaho","FEMALE","37","5/20/20","gender","death","count",875131
"Idaho","MALE","40","5/20/20","gender","death","count",879077
"Idaho",NA,"38660","5/20/20","total","test","count",1754208
"Idaho",NA,"2506","5/20/20","total","case","count",1754208
"Idaho",NA,"221","5/20/20","total","hosp","count",1754208
"Idaho",NA,"Percentages present. Manual entry.","5/20/20","total","extra","count",NA
"Illinois","AI/AN","173","5/20/20","race","case","count",NA
"Illinois","ASIAN","3003","5/20/20","race","case","count",NA
"Illinois","BLACK","17512","5/20/20","race","case","count",NA
"Illinois","HISPANIC","30555","5/20/20","race","case","count",NA
"Illinois","NH/PI","261","5/20/20","race","case","count",NA
"Illinois","OTHER","3801","5/20/20","race","case","count",NA
"Illinois","UNKNOWN","24862","5/20/20","race","case","count",NA
"Illinois","WHITE","20251","5/20/20","race","case","count",NA
"Illinois","0-20","5750","5/20/20","age","case","count",3349922
"Illinois","20-29","15396","5/20/20","age","case","count",1751282
"Illinois","30-39","16556","5/20/20","age","case","count",1720522
"Illinois","40-49","18226","5/20/20","age","case","count",1603097
"Illinois","50-59","17985","5/20/20","age","case","count",1689555
"Illinois","60-69","12496","5/20/20","age","case","count",1447163
"Illinois","70-79","6964","5/20/20","age","case","count",841100
"Illinois","80+","6981","5/20/20","age","case","count",502287
"Illinois","UNKNOWN","64","5/20/20","age","case","count",NA
"Illinois","FEMALE","50489","5/20/20","gender","case","count",6480179
"Illinois","MALE","47798","5/20/20","gender","case","count",6260901
"Illinois","UNKNOWN/OTHER","2131","5/20/20","gender","case","count",NA
"Illinois","AI/AN","9","5/20/20","race","death","count",NA
"Illinois","ASIAN","215","5/20/20","race","death","count",NA
"Illinois","BLACK","1394","5/20/20","race","death","count",NA
"Illinois","HISPANIC","828","5/20/20","race","death","count",NA
"Illinois","NH/PI","3","5/20/20","race","death","count",NA
"Illinois","OTHER","38","5/20/20","race","death","count",NA
"Illinois","UNKNOWN","110","5/20/20","race","death","count",NA
"Illinois","WHITE","1928","5/20/20","race","death","count",NA
"Illinois","0-20","3","5/20/20","age","death","count",3349922
"Illinois","20-29","19","5/20/20","age","death","count",1751282
"Illinois","30-39","69","5/20/20","age","death","count",1720522
"Illinois","40-49","155","5/20/20","age","death","count",1603097
"Illinois","50-59","379","5/20/20","age","death","count",1689555
"Illinois","60-69","801","5/20/20","age","death","count",1447163
"Illinois","70-79","1095","5/20/20","age","death","count",841100
"Illinois","80+","2004","5/20/20","age","death","count",502287
"Illinois","UNKNOWN","0","5/20/20","age","death","count",NA
"Illinois","FEMALE","2006","5/20/20","gender","death","count",6480179
"Illinois","MALE","2512","5/20/20","gender","death","count",6260901
"Illinois","UNKNOWN/OTHER","7","5/20/20","gender","death","count",NA
"Illinois",NA,"642713","5/20/20","total","test","count",12741080
"Illinois","UNKNOWN","35943","5/20/20","age","test","count",NA
"Illinois","0-20","37859","5/20/20","age","test","count",3349922
"Illinois","20-29","86004","5/20/20","age","test","count",1751282
"Illinois","30-39","100224","5/20/20","age","test","count",1720522
"Illinois","40-49","98225","5/20/20","age","test","count",1603097
"Illinois","50-59","103849","5/20/20","age","test","count",1689555
"Illinois","60-69","86474","5/20/20","age","test","count",1447163
"Illinois","70-79","51757","5/20/20","age","test","count",841100
"Illinois","80+","42378","5/20/20","age","test","count",502287
"Illinois","MALE","259982","5/20/20","gender","test","count",6260901
"Illinois","FEMALE","326961","5/20/20","gender","test","count",6480179
"Illinois","UNKNOWN/OTHER","55770","5/20/20","gender","test","count",NA
"Illinois","WHITE","152816","5/20/20","race","test","count",NA
"Illinois","BLACK","58856","5/20/20","race","test","count",NA
"Illinois","LEFT BLANK","336775","5/20/20","race","test","count",NA
"Illinois","OTHER","24284","5/20/20","race","test","count",NA
"Illinois","ASIAN","10273","5/20/20","race","test","count",NA
"Illinois","HISPANIC","58630","5/20/20","race","test","count",NA
"Illinois","NH/PI*","619","5/20/20","race","test","count",NA
"Illinois","AI/AN**","460","5/20/20","race","test","count",NA
"Illinois",NA,"100418","5/20/20","total","case","count",12741080
"Illinois",NA,"4525","5/20/20","total","death","count",12741080
"Indiana","ASIAN","428","5/19/20","race","case","count",NA
"Indiana","BLACK","4192","5/19/20","race","case","count",NA
"Indiana","OTHER","5055","5/19/20","race","case","count",NA
"Indiana","UNKNOWN","6081","5/19/20","race","case","count",NA
"Indiana","WHITE","13518","5/19/20","race","case","count",NA
"Indiana","0-19","1121","5/19/20","age","case","count",1752893
"Indiana","20-29","4019","5/19/20","age","case","count",930073
"Indiana","30-39","4672","5/19/20","age","case","count",844497
"Indiana","40-49","4991","5/19/20","age","case","count",815370
"Indiana","50-59","5019","5/19/20","age","case","count",871660
"Indiana","60-69","3860","5/19/20","age","case","count",772889
"Indiana","70-79","2486","5/19/20","age","case","count",450969
"Indiana","80+","3079","5/19/20","age","case","count",253527
"Indiana","UNKNOWN","27","5/19/20","age","case","count",NA
"Indiana","FEMALE","15054","5/19/20","gender","case","count",3391576
"Indiana","MALE","13494","5/19/20","gender","case","count",3300302
"Indiana","UNKNOWN/OTHER","726","5/19/20","gender","case","count",NA
"Indiana","ASIAN","7","5/19/20","race","death","count",NA
"Indiana","BLACK","263","5/19/20","race","death","count",NA
"Indiana","OTHER","202","5/19/20","race","death","count",NA
"Indiana","UNKNOWN","117","5/19/20","race","death","count",NA
"Indiana","WHITE","1127","5/19/20","race","death","count",NA
"Indiana","0-19","2","5/19/20","age","death","count",1752893
"Indiana","20-29","4","5/19/20","age","death","count",930073
"Indiana","30-39","13","5/19/20","age","death","count",844497
"Indiana","40-49","33","5/19/20","age","death","count",815370
"Indiana","50-59","97","5/19/20","age","death","count",871660
"Indiana","60-69","277","5/19/20","age","death","count",772889
"Indiana","70-79","419","5/19/20","age","death","count",450969
"Indiana","80+","871","5/19/20","age","death","count",253527
"Indiana","UNKNOWN","0","5/19/20","age","death","count",NA
"Indiana","FEMALE","807","5/19/20","gender","death","count",3391576
"Indiana","MALE","868","5/19/20","gender","death","count",3300302
"Indiana","UNKNOWN/OTHER","41","5/19/20","gender","death","count",NA
"Indiana",NA,"195738","5/19/20","total","test","count",6691878
"Indiana",NA,"29274","5/19/20","total","case","count",6691878
"Indiana","HISPANIC OR LATINO","3229","5/19/20","eth","case","count",NA
"Indiana","NOT HISPANIC OR LATINO","10389","5/19/20","eth","case","count",NA
"Indiana","UNKNOWN","15656","5/19/20","eth","case","count",NA
"Indiana",NA,"1716","5/19/20","total","death","count",6691878
"Indiana","HISPANIC OR LATINO","27","5/19/20","eth","death","count",NA
"Indiana","NOT HISPANIC OR LATINO","956","5/19/20","eth","death","count",NA
"Indiana","UNKNOWN","733","5/19/20","eth","death","count",NA
"Indiana","ALL_OCCUPIED_BEDS_COVID_19","1288","5/19/20","beds","extra","count",NA
"Indiana","ICU_TOTAL","2594","5/19/20","beds","extra","count",NA
"Indiana","ICU_OCCUPIED_BEDS_COVID_19","431","5/19/20","beds","extra","count",NA
"Indiana","OCCUPIED_ICU_NON_COVID","1152","5/19/20","bed","extra","count",NA
"Indiana","AVAILABLE_ICU_BEDS_TOTAL","1011","5/19/20","beds","extra","count",NA
"Indiana","TOTAL","3075","5/19/20","vents","extra","count",NA
"Indiana","ALL_IN_USE_COVID_19","197","5/19/20","vents","extra","count",NA
"Indiana","NON_COVID_PTS_ON_VENTS","398","5/19/20","vents","extra","count",NA
"Indiana","ALL_AVAILABLE_VENTS_NOT_IN_USE","2480","5/19/20","vents","extra","count",NA
"Iowa","AI/AN","0","5/20/20","race","case","count",NA
"Iowa","ASIAN","0","5/20/20","race","case","count",NA
"Iowa","BLACK","0","5/20/20","race","case","count",NA
"Iowa","MULTI","0","5/20/20","race","case","count",NA
"Iowa","OTHER","0","5/20/20","race","case","count",NA
"Iowa","PI","0","5/20/20","race","case","count",NA
"Iowa","UNKNOWN","0","5/20/20","race","case","count",NA
"Iowa","WHITE","0","5/20/20","race","case","count",NA
"Iowa","0-17","0","5/20/20","age","case","count",730767
"Iowa","18-40","0","5/20/20","age","case","count",956272
"Iowa","41-60","0","5/20/20","age","case","count",767902
"Iowa","61-80","0","5/20/20","age","case","count",570390
"Iowa","80+","0","5/20/20","age","case","count",146270
"Iowa","FEMALE","0","5/20/20","gender","case","count",1585338
"Iowa","MALE","0","5/20/20","gender","case","count",1570807
"Iowa","UNKNOWN/OTHER","0","5/20/20","gender","case","count",NA
"Iowa","AI/AN","0","5/20/20","race","death","count",NA
"Iowa","ASIAN","0","5/20/20","race","death","count",NA
"Iowa","BLACK","0","5/20/20","race","death","count",NA
"Iowa","MULTI","0","5/20/20","race","death","count",NA
"Iowa","OTHER","0","5/20/20","race","death","count",NA
"Iowa","PI","0","5/20/20","race","death","count",NA
"Iowa","UNKNOWN","0","5/20/20","race","death","count",NA
"Iowa","WHITE","0","5/20/20","race","death","count",NA
"Iowa","0-17","0","5/20/20","age","death","count",730767
"Iowa","18-40","0","5/20/20","age","death","count",956272
"Iowa","41-60","0","5/20/20","age","death","count",767902
"Iowa","61-80","0","5/20/20","age","death","count",570390
"Iowa","80+","0","5/20/20","age","death","count",146270
"Iowa","FEMALE","0","5/20/20","gender","death","count",1585338
"Iowa","MALE","0","5/20/20","gender","death","count",1570807
"Iowa","UNKNOWN/OTHER","0","5/20/20","gender","death","count",NA
"Iowa",NA,"113917","5/20/20","total","test","count",3156145
"Iowa",NA,"15877","5/20/20","total","case","count",3156145
"Iowa",NA,"400","5/20/20","total","death","count",3156145
"Kansas","AI/AN","29","5/20/20","race","case","count",NA
"Kansas","ASIAN","531","5/20/20","race","case","count",NA
"Kansas","BLACK","890","5/20/20","race","case","count",NA
"Kansas","OTHER","198","5/20/20","race","case","count",NA
"Kansas","UNKNOWN","1783","5/20/20","race","case","count",NA
"Kansas","WHITE","5108","5/20/20","race","case","count",NA
"Kansas","0-9","181","5/20/20","age","case","count",386956
"Kansas","10-17","269","5/20/20","age","case","count",319005
"Kansas","18-24","1027","5/20/20","age","case","count",294735
"Kansas","25-34","1613","5/20/20","age","case","count",382884
"Kansas","35-44","1551","5/20/20","age","case","count",356322
"Kansas","45-54","1619","5/20/20","age","case","count",335937
"Kansas","55-64","1233","5/20/20","age","case","count",373425
"Kansas","65-74","528","5/20/20","age","case","count",262857
"Kansas","75-84","275","5/20/20","age","case","count",133848
"Kansas","85+","226","5/20/20","age","case","count",65536
"Kansas","UNKNOWN","17","5/20/20","age","case","count",NA
"Kansas","FEMALE","3597","5/20/20","gender","case","count",1461099
"Kansas","MALE","4748","5/20/20","gender","case","count",1450406
"Kansas","UNKNOWN/OTHER","194","5/20/20","gender","case","count",NA
"Kansas","AI/AN","1","5/20/20","race","death","count",NA
"Kansas","ASIAN","1","5/20/20","race","death","count",NA
"Kansas","BLACK","56","5/20/20","race","death","count",NA
"Kansas","OTHER","1","5/20/20","race","death","count",NA
"Kansas","UNKNOWN","4","5/20/20","race","death","count",NA
"Kansas","WHITE","115","5/20/20","race","death","count",NA
"Kansas","0-9","0","5/20/20","age","death","count",386956
"Kansas","10-17","0","5/20/20","age","death","count",319005
"Kansas","18-24","0","5/20/20","age","death","count",294735
"Kansas","25-34","0","5/20/20","age","death","count",382884
"Kansas","35-44","7","5/20/20","age","death","count",356322
"Kansas","45-54","4","5/20/20","age","death","count",335937
"Kansas","55-64","26","5/20/20","age","death","count",373425
"Kansas","65-74","33","5/20/20","age","death","count",262857
"Kansas","75-84","39","5/20/20","age","death","count",133848
"Kansas","85+","69","5/20/20","age","death","count",65536
"Kansas","UNKNOWN","0","5/20/20","age","death","count",NA
"Kansas","FEMALE","85","5/20/20","gender","death","count",1461099
"Kansas","MALE","93","5/20/20","gender","death","count",1450406
"Kansas","UNKNOWN/OTHER","0","5/20/20","gender","death","count",NA
"Kansas","AI/AN","5","5/20/20","race","hosp","count",NA
"Kansas","ASIAN","26","5/20/20","race","hosp","count",NA
"Kansas","BLACK","162","5/20/20","race","hosp","count",NA
"Kansas","WHITE","492","5/20/20","race","hosp","count",NA
"Kansas","NA","75","5/20/20","race","hosp","count",NA
"Kansas","0-9","5","5/20/20","age","hosp","count",386956
"Kansas","10-17","0","5/20/20","age","hosp","count",319005
"Kansas","18-24","16","5/20/20","age","hosp","count",294735
"Kansas","25-34","33","5/20/20","age","hosp","count",382884
"Kansas","35-44","83","5/20/20","age","hosp","count",356322
"Kansas","45-54","111","5/20/20","age","hosp","count",335937
"Kansas","55-64","168","5/20/20","age","hosp","count",373425
"Kansas","65-74","147","5/20/20","age","hosp","count",262857
"Kansas","75-84","106","5/20/20","age","hosp","count",133848
"Kansas","85+","91","5/20/20","age","hosp","count",65536
"Kansas","UNKNOWN","0","5/20/20","age","hosp","count",NA
"Kansas",NA,"8539","5/20/20","total","case","count",2911505
"Kansas",NA,"178","5/20/20","total","death","count",2911505
"Kansas",NA,"760","5/20/20","total","hosp","count",2911505
"Kentucky","AI/AN","9e-04","5/17/20","race","case","count",NA
"Kentucky","ASIAN","0.0584","5/17/20","race","case","percent",NA
"Kentucky","BLACK","0.1475","5/17/20","race","case","percent",NA
"Kentucky","MULTI","0.0521","5/17/20","race","case","percent",NA
"Kentucky","NH","9e-04","5/17/20","race","case","count",NA
"Kentucky","WHITE","0.7402","5/17/20","race","case","percent",NA
"Kentucky","0-9","119","5/17/20","age","case","count",552138
"Kentucky","10-19","278","5/17/20","age","case","count",572893
"Kentucky","20-29","1105","5/17/20","age","case","count",611856
"Kentucky","30-39","1264","5/17/20","age","case","count",557826
"Kentucky","40-49","1303","5/17/20","age","case","count",554536
"Kentucky","50-59","1221","5/17/20","age","case","count",599063
"Kentucky","60-69","981","5/17/20","age","case","count",534523
"Kentucky","70-79","660","5/17/20","age","case","count",321045
"Kentucky","80+","663","5/17/20","age","case","count",164522
"Kentucky","UNKNOWN","573","5/17/20","age","case","count",NA
"Kentucky","FEMALE","4019","5/17/20","gender","case","count",2266891
"Kentucky","MALE","3891","5/17/20","gender","case","count",2201511
"Kentucky","UNKNOWN/OTHER","257","5/17/20","gender","case","count",NA
"Kentucky","0-9","0","5/17/20","age","death","count",552138
"Kentucky","10-19","0","5/17/20","age","death","count",572893
"Kentucky","20-29","0","5/17/20","age","death","count",611856
"Kentucky","30-39","2","5/17/20","age","death","count",557826
"Kentucky","40-49","6","5/17/20","age","death","count",554536
"Kentucky","50-59","23","5/17/20","age","death","count",599063
"Kentucky","60-69","58","5/17/20","age","death","count",534523
"Kentucky","70-79","94","5/17/20","age","death","count",321045
"Kentucky","80+","193","5/17/20","age","death","count",164522
"Kentucky","UNKNOWN","0","5/17/20","age","death","count",NA
"Kentucky","FEMALE","215","5/17/20","gender","death","count",2266891
"Kentucky","MALE","161","5/17/20","gender","death","count",2201511
"Kentucky","UNKNOWN/OTHER","0","5/17/20","gender","death","count",NA
"Kentucky","0-9","17","5/17/20","age","hosp","count",552138
"Kentucky","10-19","43","5/17/20","age","hosp","count",572893
"Kentucky","20-29","181","5/17/20","age","hosp","count",611856
"Kentucky","30-39","200","5/17/20","age","hosp","count",557826
"Kentucky","40-49","220","5/17/20","age","hosp","count",554536
"Kentucky","50-59","287","5/17/20","age","hosp","count",599063
"Kentucky","60-69","225","5/17/20","age","hosp","count",534523
"Kentucky","70-79","169","5/17/20","age","hosp","count",321045
"Kentucky","80+","163","5/17/20","age","hosp","count",164522
"Kentucky","UNKNOWN","41","5/17/20","age","hosp","count",NA
"Kentucky","FEMALE","875","5/17/20","gender","hosp","count",2266891
"Kentucky","MALE","668","5/17/20","gender","hosp","count",2201511
"Kentucky","UNKNOWN/OTHER","3","5/17/20","gender","hosp","count",NA
"Kentucky",NA,"158672","5/17/20","total","test","count",4468402
"Kentucky",NA,"8167","5/17/20","total","case","count",4468402
"Kentucky","HISPANIC","13.94%","5/17/20","eth","case","percent",NA
"Kentucky","NON-HISPANIC","86.06%","5/17/20","eth","case","percent",NA
"Kentucky",NA,"376","5/17/20","total","death","count",4468402
"Kentucky",NA,"1546","5/17/20","total","hosp","count",4468402
"Kentucky","0-9","0","5/17/20","icu","extra","count",NA
"Kentucky","10-19","1","5/17/20","icu","extra","count",NA
"Kentucky","20-29","7","5/17/20","icu","extra","count",NA
"Kentucky","30-39","15","5/17/20","icu","extra","count",NA
"Kentucky","40-49","16","5/17/20","icu","extra","count",NA
"Kentucky","50-59","44","5/17/20","icu","extra","count",NA
"Kentucky","60-69","56","5/17/20","icu","extra","count",NA
"Kentucky","70-79","62","5/17/20","icu","extra","count",NA
"Kentucky","80+","24","5/17/20","icu","extra","count",NA
"Kentucky","UNCONFI","0","5/17/20","icu","extra","count",NA
"Kentucky","F","105","5/17/20","icu","extra","count",NA
"Kentucky","M","119","5/17/20","icu","extra","count",NA
"Kentucky","U","1","5/17/20","icu","extra","count",NA
"Kentucky",NA,"2919","5/17/20","recovered","extra","count",NA
"Kentucky","ICU","225","5/17/20","total","extra","count",NA
"Louisiana","0-18","633","5/20/20","age","case","count",1155532
"Louisiana","18-29","4402","5/20/20","age","case","count",769168
"Louisiana","30-39","5639","5/20/20","age","case","count",637050
"Louisiana","40-49","5907","5/20/20","age","case","count",545285
"Louisiana","50-59","6586","5/20/20","age","case","count",600193
"Louisiana","60-69","5676","5/20/20","age","case","count",536818
"Louisiana","70+","6473","5/20/20","age","case","count",475548
"Louisiana","FEMALE","0.55","5/20/20","gender","case","percent",2385219
"Louisiana","MALE","0.4","5/20/20","gender","case","percent",2274759
"Louisiana","UNKNOWN/OTHER","0.05","5/20/20","gender","case","percent",NA
"Louisiana","AI/AN","2","5/20/20","race","death","count",NA
"Louisiana","ASIAN","20","5/20/20","race","death","count",NA
"Louisiana","BLACK","1350","5/20/20","race","death","count",NA
"Louisiana","NH/PI","5","5/20/20","race","death","count",NA
"Louisiana","OTHER","19","5/20/20","race","death","count",NA
"Louisiana","UNKNOWN","4","5/20/20","race","death","count",NA
"Louisiana","WHITE","1040","5/20/20","race","death","count",NA
"Louisiana","0-18","2","5/20/20","age","death","count",1155532
"Louisiana","18-29","9","5/20/20","age","death","count",769168
"Louisiana","30-39","44","5/20/20","age","death","count",637050
"Louisiana","40-49","94","5/20/20","age","death","count",545285
"Louisiana","50-59","218","5/20/20","age","death","count",600193
"Louisiana","60-69","455","5/20/20","age","death","count",536818
"Louisiana","70+","1663","5/20/20","age","death","count",475548
"Louisiana","FEMALE","0.456","5/20/20","gender","death","percent",2385219
"Louisiana","MALE","0.544","5/20/20","gender","death","percent",2274759
"Louisiana","UNKNOWN/OTHER","0","5/20/20","gender","death","count",NA
"Louisiana",NA,"285970","5/20/20","total","test","count",4659978
"Louisiana",NA,"35316","5/20/20","total","case","count",4659978
"Louisiana",NA,"2485","5/20/20","total","death","count",4659978
"Louisiana","HISPANIC/LATINO","1.84%","5/20/20","eth","death","percent",NA
"Louisiana","NON-HISPANIC/LATINO","83.60%","5/20/20","eth","death","percent",NA
"Louisiana","UNKNOWN","14.60%","5/20/20","eth","death","percent",NA
"Louisiana","IN USE","457","5/20/20","HospVent","extra","count",NA
"Louisiana","STILL AVAILABLE","1627","5/20/20","HospVent","extra","count",NA
"Louisiana","IN USE","9028","5/20/20","Bed","extra","count",NA
"Louisiana","STILL AVAILABLE","5666","5/20/20","Bed","extra","count",NA
"Louisiana","IN USE","1277","5/20/20","ICU","extra","count",NA
"Louisiana","STILL AVAILABLE","813","5/20/20","ICU","extra","count",NA
"Louisiana","ASTHMA","4.15%","5/20/20","comorbidities","comorbidities","percent",NA
"Louisiana","CANCER","7.57%","5/20/20","comorbidities","comorbidities","percent",NA
"Louisiana","CARDIAC DISEASE","20.92%","5/20/20","comorbidities","comorbidities","percent",NA
"Louisiana","CHRONIC KIDNEY DISEASE","20.10%","5/20/20","comorbidities","comorbidities","percent",NA
"Louisiana","CONGESTIVE HEART FAILURE","12.90%","5/20/20","comorbidities","comorbidities","percent",NA
"Louisiana","DIABETES","36.65%","5/20/20","comorbidities","comorbidities","percent",NA
"Louisiana","HYPERTENSION","59.39%","5/20/20","comorbidities","comorbidities","percent",NA
"Louisiana","NEUROLOGICAL","8.43%","5/20/20","comorbidities","comorbidities","percent",NA
"Louisiana","PULMONARY","11.71%","5/20/20","comorbidities","comorbidities","percent",NA
"Maine","AI/AN","3","5/20/20","race","case","count",NA
"Maine","ASIAN/PI","28","5/20/20","race","case","count",NA
"Maine","BLACK","235","5/20/20","race","case","count",NA
"Maine","MULTI","4","5/20/20","race","case","count",NA
"Maine","OTHER","42","5/20/20","race","case","count",NA
"Maine","UNKNOWN","362","5/20/20","race","case","count",NA
"Maine","WHITE","1145","5/20/20","race","case","count",NA
"Maine","0-20","70","5/20/20","age","case","count",297851
"Maine","20-29","221","5/20/20","age","case","count",155665
"Maine","30-39","239","5/20/20","age","case","count",157862
"Maine","40-49","283","5/20/20","age","case","count",159930
"Maine","50-59","344","5/20/20","age","case","count",201615
"Maine","60-69","274","5/20/20","age","case","count",196556
"Maine","70-79","196","5/20/20","age","case","count",119225
"Maine","80+","192","5/20/20","age","case","count",65047
"Maine","FEMALE","944","5/20/20","gender","case","count",683031
"Maine","MALE","875","5/20/20","gender","case","count",655373
"Maine","UNKNOWN/OTHER","0","5/20/20","gender","case","count",NA
"Maine",NA,"1819","5/20/20","total","case","count",1338404
"Maine",NA,"73","5/20/20","total","death","count",1338404
"Maine",NA,"231","5/20/20","total","hosp","count",1338404
"Maine","HISPANIC","54","5/20/20","eth","extra","count",NA
"Maine","NOT HISPANIC","1212","5/20/20","eth","extra","count",NA
"Maine","NOT DISCLOSED","553","5/20/20","eth","extra","count",NA
"Maine","TOTAL HOSPITALIZED","43","5/20/20","curr","extra","count",NA
"Maine","IN CRITICAL CARE","24","5/20/20","curr","extra","count",NA
"Maine","ON A VENTILATOR","12","5/20/20","curr","extra","count",NA
"Maine",NA,"167","5/20/20","Available Critical Care Beds","extra","count",NA
"Maine",NA,"388","5/20/20","Total Critical Care Beds","extra","count",NA
"Maine",NA,"253","5/20/20","Available Ventilators","extra","count",NA
