"X.1","state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
14,"Missouri","571912","33621; eth_HISPANIC:0.1066; eth_NON HISPANIC:0.6177; eth_REFUSED TO ANSWER:0.0014; eth_UNKNOWN:0.2743; eth_TOTAL:1",NA,NA,NA,"BLACK:0.2381; MULTI:0.0309; OTHER:0.0595; UNKNOWN:0.2051; WHITE:0.4665","0-19:3253; 20-24:3744; 25-29:3367; 30-34:2897; 35-39:2604; 40-44:2318; 45-49:2365; 50-54:2351; 55-59:2374; 60-64:2127; 65-69:1542; 70-74:1282; 75-79:999; 80+:2355","FEMALE:18117; MALE:15254; UNKNOWN:253","1132; eth_HISPANIC:0.0283; eth_NON HISPANIC:0.8523; eth_UNKNOWN:0.1194","BLACK:0.3360; MULTI:0.0088; OTHER:0.0274; UNKNOWN:0.0371; WHITE:0.5906","0-19:1; 80+:591; 20-29:6; 30-39:6; 40-49:20; 50-59:72; 60-69:157; 70-79:279","FEMALE:581; MALE:548; UNKNOWN:3",NA,NA,NA,NA,NA,"webpage + arcgis","# of ED Discharges:562; # In Critical Care:228; # on Ventilators:130; # of Inpatients:474; ICU:210","07/20/20"
24,"Montana","139042","2621; eth_Hispanic/Latino:129; eth_Not Hispanic/Latino:1704",NA,NA,NA,"AI/AN/HN/PI: 276; ASIAN:   5; BLACK:  15; OTHER:  30; PENDING: 755; WHITE:1540","0-9:104; 10-19:197; 20-29:713; 30-39:449; 40-49:318; 50-59:309; 60-69:287; 70-79:140; 80+:104","FEMALE:1330; MALE:1291","39",NA,NA,NA,NA,"167",NA,NA,NA,"arcgis + webpage","curr_Hospitalized:48; curr_Recovering:1200; curr_Recovered and released from isolation:1334","07/21/20"
29,"Nebraska","242889","23190; eth_Hispanic:9334; eth_NonHispanic:8132; eth_Unknown:4138",NA,NA,NA,"AI/AN:  253; ASIAN: 1261; BLACK: 1369; HN/PI:   33; OTHER: 1631; UNKNOWN: 3611; WHITE:13446","0-19:2740; 20-34:7368; 35-44:4066; 45-54:4048; 55-64:2798; 65-74:1244; 75-84:571; 85+:346; UNKNOWN:9","FEMALE:11175; MALE:11057; UNKNOWN:958","310; eth_Hispanic:75; eth_NonHispanic:204; eth_Unknown:34","AI/AN:  7; ASIAN: 18; BLACK: 23; HN/PI:  0; OTHER: 12; UNKNOWN: 13; WHITE:240","0-19:0; 20-34:3; 35-44:7; 45-54:21; 55-64:57; 65-74:74; 75-84:75; 85+:73; UNKNOWN:0","FEMALE:144; MALE:166; UNKNOWN:0",NA,"1508; eth_Hispanic:613; eth_NonHispanic:748; eth_Unknown:143","AI/AN:  35; ASIAN:  98; BLACK: 123; HN/PI:   3; OTHER: 119; UNKNOWN:  91; WHITE:1035","0-19:37; 20-34:125; 35-44:157; 45-54:267; 55-64:343; 65-74:280; 75-84:194; 85+:106; UNKNOWN:0","FEMALE:721; MALE:783; UNKNOWN:5",NA,NA,"07/21/20"
NA,"Nevada","490644","35765",NA,NA,NA,"ASIAN:1583; BLACK:1814; HISPANIC:7130; OTHER:3473; WHITE:6454; NA: 107","0-9:993; 10-19:2383; 20-29:6993; 30-39:6357; 40-49:5553; 50-59:4850; 60-69:2906; 70+:2322; UNKNOWN:3408","FEMALE:16434; MALE:15405; UNKNOWN:3926","647","ASIAN: 82; BLACK: 69; HISPANIC: 91; OTHER: 11; WHITE:275; NA:  4","0-9:1; 10-19:2; 20-29:5; 30-39:7; 40-49:32; 50-59:62; 60-69:125; 70+:397; UNKNOWN:16","FEMALE:244; MALE:361; UNKNOWN:42",NA,NA,NA,NA,NA,"manual",NA,"07/20/20"
NA,"New Hampshire",NA,"6203",NA,NA,NA,"ASIAN: 163; BLACK: 320; HISPANIC: 632; OTHER: 248; WHITE:3945; NA:   0","0-9:112; 10-19:290; 20-29:938; 30-39:847; 40-49:791; 50-59:1025; 60-69:794; 70-79:536; 80+:870","FEMALE:3577; MALE:2621; UNKNOWN:0","398","ASIAN:  4; BLACK:  9; HISPANIC: 11; OTHER:  1; WHITE:372; NA:  0","0-9:0; 10-19:0; 20-29:1; 30-39:0; 40-49:7; 50-59:9; 60-69:36; 70-79:97; 80+:248","FEMALE:203; MALE:194; UNKNOWN:0",NA,"673","ASIAN: 20; BLACK: 31; HISPANIC: 66; OTHER: 15; WHITE:498; NA:  0","0-9:4; 10-19:5; 20-29:19; 30-39:31; 40-49:58; 50-59:95; 60-69:156; 70-79:156; 80+:149","FEMALE:288; MALE:385; UNKNOWN:0","manual","Race/ethnicity combined","07/20/20"
NA,"New Jersey","1802874","176814",NA,NA,NA,"HISPANIC:32532; NH ASIAN: 5407; NH BLACK:18190; NH OTHER:12179; NH WHITE:38404","0-4:894; 5-17:3869; 18-29:24176; 30-49:55920; 50-64:49009; 65-79:24929; 80+:17674; UNKNOWN:NA","FEMALE:89634; MALE:86240; UNKNOWN:940","15715","HISPANIC:2721; NH ASIAN: 741; NH BLACK:2467; NH OTHER: 241; NH WHITE:7291","0-4:2; 5-17:0; 18-29:55; 30-49:578; 50-64:2176; 65-79:4416; 80+:6498; UNKNOWN:NA","FEMALE:6383; MALE:7342; UNKNOWN:0",NA,"21064","HISPANIC:5401; NH ASIAN:1046; NH BLACK:3922; NH OTHER: 762; NH WHITE:8430","0-4:73; 5-17:116; 18-29:766; 30-49:3424; 50-64:5841; 65-79:6097; 80+:4729; UNKNOWN:NA","FEMALE:9346; MALE:11694; UNKNOWN:24","pdf","Site combined race and ethnicity, so calculation needed","07/20/20"
19,"New Mexico","476497","17215",NA,NA,NA,"AI/AN:0.4077; ASIAN:0.0070; BLACK:0.0182; HISPANIC:0.3729; UNKNOWN:0.0533; WHITE:0.1312","0-9:795; 10-19:1726; 20-29:3405; 30-39:3089; 40-49:2600; 50-59:2371; 60-69:1682; 70-79:812; 80-89:471; 90+:200","FEMALE:0.4939; MALE:0.5061","578",NA,NA,NA,NA,"2399",NA,NA,NA,"public dashboard","recovered:6814; curr_hosp:154","07/20/20"
NA,"New York","5164812","407326",NA,NA,NA,NA,NA,"FEMALE:0.4972; MALE:0.4786; UNKNOWN:0.0231","32203","ASIAN:0.0462; BLACK:0.1878; HISPANIC:0.2099; OTHER:0.0338; UNKNOWN:0.2219; WHITE:0.3001","0-9:5; 10-19:11; 20-29:93; 30-39:332; 40-49:860; 50-59:2392; 60-69:4879; 70-79:6507; 80-89:6444; 90+:3524; UNKNOWN:7156","FEMALE:10654; MALE:14393; UNKNOWN:7156",NA,NA,NA,NA,NA,"manual","Percentages present. Manual entry.","07/20/20"
NA,"North Carolina","1423888","101046; eth_hispanic:28049; eth_non_hispanic:37158; eth_unk:35839",NA,NA,NA,"ASIAN: 1253; BLACK:16378; HN/PI:  205; MULTI:    0; OTHER:11428; UNKNOWN:32592; WHITE:38365; NA:  825","0-17:11094; 18-24:13803; 25-49:45032; 50-64:19057; 65-74:6378; 75+:5332; UNKNOWN:50","FEMALE:51620; MALE:48505; UNKNOWN:921","1642; eth_hispanic:158; eth_non_hispanic:1369; eth_unk:115","ASIAN: 25; BLACK:520; HN/PI:  3; MULTI:  0; OTHER:101; UNKNOWN: 56; WHITE:913; NA: 24","0-17:1; 18-24:2; 25-49:89; 50-64:259; 65-74:340; 75+:951; UNKNOWN:0","FEMALE:759; MALE:872; UNKNOWN:11",NA,NA,NA,NA,NA,"pdf","Age data manually entered as percentages.","07/20/20"
23,"North Dakota","135978","5126",NA,107,NA,NA,"0-9:250; 10-9:438; 20-29:1325; 30-39:1006; 40-49:705; 50-59:555; 60-69:391; 70-79:192; 80+:264","FEMALE:2686; MALE:2440","93",NA,"0-9:0; 10-9:0; 20-29:0; 30-39:1; 40-49:4; 50-59:3; 60-69:9; 70-79:18; 80+:58",NA,NA,"305",NA,"0-9:3; 10-9:2; 20-29:10; 30-39:40; 40-49:40; 50-59:62; 60-69:56; 70-79:43; 80+:49",NA,"datawrapper","recovered:11; curr_hosp:13; active_cases:16; risk_Close Contact:4; risk_Community:5; risk_Confirmed Travel:15; risk_Household:18; risk_Possible Travel:3; risk_Under Investigation:9; recovered_0-9:7; recovered_10-9:10; recovered_20-29:1; recovered_30-39:17; recovered_40-49:14; recovered_50-59:12; recovered_60-69:8; recovered_70-79:2; recovered_80+:6","07/20/20"
9,"Ohio","1177696","76168; eth_Non-hispanic:52521; eth_Hispanic:5157; eth_Unknown:18490",NA,3,1,"ASIAN: 2108; BLACK:19928; HN/PI:  144; MULTI: 2320; OTHER: 5318; UNKNOWN:10153; WHITE:36104; NA:   93","0-19:6299; 20-29:15352; 30-39:12808; 40-49:11054; 50-59:11210; 60-69:8456; 70-79:5354; 80+:5562; UNKNOWN:73","FEMALE:38508; MALE:36966; UNKNOWN:694","3189; eth_Non-hispanic:3029; eth_Hispanic:69; eth_Unknown:91; eth_Refuse:0","ASIAN:  36; BLACK: 616; HN/PI:   1; MULTI:  40; OTHER:  23; UNKNOWN:  50; WHITE:2422; NA:   1","0-19:2; 20-29:11; 30-39:24; 40-49:53; 50-59:203; 60-69:445; 70-79:793; 80+:1658; UNKNOWN:0","FEMALE:1556; MALE:1633; UNKNOWN:0",NA,"9610; eth_Non-hispanic:8184; eth_Hispanic:610; eth_Unknown:803; eth_Refuse:13","ASIAN: 219; BLACK:3140; HN/PI:  24; MULTI: 304; OTHER: 422; UNKNOWN: 262; WHITE:5217; NA:  12","0-19:174; 20-29:467; 30-39:673; 40-49:947; 50-59:1706; 60-69:2062; 70-79:1847; 80+:1733; UNKNOWN:1","FEMALE:4623; MALE:4964; UNKNOWN:23","tableau","today_hosp:0","07/20/20"
NA,"Oklahoma",NA,"25433",NA,NA,NA,"ASIAN: 1529; BLACK: 1886; MULTI/OTHER: 1021; UNKNOWN: 4856; WHITE:14306; NA: 1835","0-4:558; 5-17:1974; 18-35:9282; 36-49:5557; 50-64:4440; 65+:3622; UNKNOWN:NA","FEMALE:2692; MALE:2462; UNKNOWN:77","452","ASIAN: 11; BLACK: 30; MULTI/OTHER: 11; UNKNOWN: 24; WHITE:339; NA: 37","0-4:0; 5-17:1; 18-35:7; 36-49:14; 50-64:69; 65+:361; UNKNOWN:NA","FEMALE:214; MALE:238; UNKNOWN:0",NA,"2403",NA,NA,NA,"pdf","Demographic and age data available, but age and demo data manually entered.","07/20/20"
20,"Oregon","339282","14847; eth_Hispanic:5610; eth_Not Hispanic:7336; eth_Not available:1901",NA,NA,NA,"AI/AN: 331; ASIAN: 479; BLACK: 576; HN/PI: 370; MULTI: 342; OTHER:4814; UNKNOWN:1784; WHITE:6151","0-9:593; 10-19:1388; 20-29:3187; 30-39:2604; 40-49:2470; 50-59:1954; 60-69:1282; 70-79:790; 80+:554; UNKNOWN:25","FEMALE:7686; MALE:7117; OTHER:3; UNKNOWN:41","262; eth_Hispanic:32; eth_Not Hispanic:205; eth_Unknown:25","ASIAN: 11; BLACK:  6; HN/PI:  6; MULTI:  2; OTHER: 21; UNKNOWN: 20; WHITE:193; NA:  3","0-9:0; 10-19:0; 20-29:0; 30-39:3; 40-49:3; 50-59:13; 60-69:49; 70-79:71; 80+:123; UNKNOWN:0","FEMALE:116; MALE:146; OTHER:0; UNKNOWN:0",NA,"1387; eth_Hispanic:373; eth_Not Hispanic:908; eth_Unknown:106","ASIAN: 62; BLACK: 64; HN/PI: 52; MULTI: 22; OTHER:318; UNKNOWN: 78; WHITE:763; NA: 28","0-9:12; 10-19:14; 20-29:82; 30-39:115; 40-49:172; 50-59:228; 60-69:279; 70-79:265; 80+:214; UNKNOWN:6","FEMALE:660; MALE:726; UNKNOWN:1","webpage","avail_Adult ICU beds:162; avail_Adult non-ICU beds:775; avail_Pediatric NICU/PICU beds:78; avail_Pediatric non-ICU beds:102; avail_Ventilators:782; total_Adult ICU beds:776; total_Adult non-ICU beds:4358; total_Pediatric NICU/PICU beds:322; total_Pediatric non-ICU beds:348; curr_Current hospitalized patients:233; curr_Current patients in ICU beds:70; curr_Current patients on ventilators:34","07/20/20"
30,"Pennsylvania","1071477","103396; eth_Hispanic:8232; eth_Not Hispanic:23265; eth_Not Reported:71899",NA,NA,NA,"ASIAN: 1477; BLACK:14038; OTHER:  973; UNKNOWN:53677; WHITE:33231","0-9:1778; 20-29:16465; 30-39:15663; 40-49:14236; 50-59:16499; 60-69:13231; 70-79:8571; 80-89:7330; 90-99:4433; 100+:229; NOTREPORTED:124; 10-19:4837","FEMALE:0.55; MALE:0.44; OTHER:0; UNKNOWN:0.01","7063; eth_Hispanic:336; eth_Not Hispanic:5550","ASIAN: 142; BLACK:1216; MULTI/OTHER: 283; WHITE:4245","0-4:0; 5-9:0; 10-14:0; 15-19:0; 20-24:0; 25-29:6; 30-34:10; 35-39:7; 40-44:29; 45-49:64; 50-54:109; 55-59:185; 60-64:321; 65-69:471; 70-74:583; 75-79:665; 80-84:828; 85-89:1045; 90-94:974; 95-99:487; 100-104:90; 105-109:8","FEMALE:3047; MALE:2839","Neuro Dementia:1280; Cardio Hypertension:1236; Metabolic Diabetes:746; Respiratory COPD:464; Cardio Coronary Artery Disease:439; Kidney Chronic:404; Cardio Congestive Heart Failure:398; Cancer:245; Neuro Parkinson’s:151; Kidney End-Stage Renal:129; Metabolic Obesity:119; Respiratory Sleep Apnea:49; Respiratory Asthma:47; Liver Cirrhosis:27; Immuno Organ Transplant:12; Immuno HIV:11; Liver Chronic:6",NA,NA,"0-4:0.01; 5-12:0.01; 13-18:0.01; 19-24:0.01; 25-49:0.16; 50-64:0.26; 65+:0.56",NA,"webpage","pod_Hospice:120; pod_Hospital:3025; pod_Long-Term Living:2567; pod_Residence:171; pod_Other:3","07/22/20"
27,"Rhode Island","321872","18062",NA,NA,NA,"HISPANIC:6171; NH BLACK:1671; NH OTHER: 493; NH WHITE:4939; UNKNOWN:3590","0-9:474; 10-19:944; 20-29:2762; 30-39:2757; 40-49:2610; 50-59:2656; 60-69:1898; 70-79:1252; 80-89:1149; 90-99:736; 100+:54; PENDING:0","FEMALE:9562; MALE:7717; OTHER:0; UNKNOWN:11","997","HISPANIC: 85; NH BLACK: 51; NH OTHER: 13; NH WHITE:662; UNKNOWN:183","0-9:0; 10-19:0; 20-29:0; 30-39:6; 40-49:14; 50-59:45; 60-69:100; 70-79:242; 80-89:317; 90-99:246; 100+:22; PENDING:0","FEMALE:526; MALE:468; OTHER:0; UNKNOWN:0",NA,"2127","HISPANIC:577; NH BLACK:200; NH OTHER: 50; NH WHITE:810; UNKNOWN:406","0-9:17; 10-19:26; 20-29:102; 30-39:150; 40-49:243; 50-59:340; 60-69:427; 70-79:404; 80-89:280; 90-99:115; 100+:6; PENDING:6","FEMALE:973; MALE:1135; OTHER:0; UNKNOWN:8","google doc",NA,"07/22/20"
NA,"South Carolina","638194","66069; eth_hispanic:0.11; eth_non_hispanic:0.54; eth_unk:0.35",NA,NA,NA,"ASIAN:0.01; BLACK:0.33; OTHER:0.09; UNKNOWN:0.12; WHITE:0.45","0-10:0.04; 11-20:0.11; 21-30:0.21; 31-40:0.16; 41-50:0.15; 51-60:0.14; 61-70:0.1; 71-80:0.06; 81+:0.03; UNKNOWN:NA","FEMALE:0.523; MALE:0.445; UNKNOWN:0.032","1096; eth_hispanic:0.04; eth_non_hispanic:0.83; eth_unk:0.12","ASIAN:0.01; BLACK:0.42; OTHER:0.03; UNKNOWN:0.05; WHITE:0.49","0-10:0.001; 11-20:0.001; 21-30:0.006; 31-40:0.007; 41-50:0.032; 51-60:0.089; 61-70:0.204; 71-80:0.298; 81+:0.362; UNKNOWN:NA","FEMALE:0.49; MALE:0.5; UNKNOWN:0.01",NA,"4182",NA,NA,NA,"pdf","Demographic and age data manually entered","07/20/20"
NA,"South Dakota","98654","7943",NA,NA,NA,"HISPANIC:1149; NH AI/AN:1301; NH ASIAN: 714; NH BLACK: 993; NH WHITE:2958; OTHER: 791","0-19:907; 20-29:1656; 30-39:1632; 40-49:1227; 50-59:1215; 60-69:726; 70-79:286; 80+:257; UNKNOWN:NA","FEMALE:3852; MALE:4091; UNKNOWN:0","118",NA,"0-19:0; 20-29:1; 30-39:6; 40-49:7; 50-59:14; 60-69:23; 70-79:17; 80+:50; UNKNOWN:NA","FEMALE:61; MALE:57; UNKNOWN:0",NA,"774",NA,"0-19:23; 20-29:61; 30-39:84; 40-49:101; 50-59:151; 60-69:158; 70-79:107; 80+:89; UNKNOWN:NA",NA,"manual",NA,"07/20/20"
NA,"Tennessee","1196543","78115; eth_hispanic:15326; eth_non_hispanic:39505; eth_unk:23284",NA,NA,NA,"ASIAN:  788; BLACK:15317; MULTI:    0; OTHER:11268; UNKNOWN:18207; WHITE:32383; NA:    0","0-10:3578; 11-20:8529; 21-30:18730; 31-40:14881; 41-50:12317; 51-60:9695; 61-70:5646; 71-80:2919; 81+:1664; UNKNOWN:156","FEMALE:37607; MALE:39421; UNKNOWN:1087","843; eth_hispanic:80; eth_non_hispanic:758; eth_unk:5","ASIAN: 14; BLACK:304; MULTI:  0; OTHER: 51; UNKNOWN:  4; WHITE:468; NA:  0","0-10:3; 11-20:0; 21-30:12; 31-40:14; 41-50:41; 51-60:94; 61-70:158; 71-80:243; 81+:278; UNKNOWN:0","FEMALE:369; MALE:473; UNKNOWN:1",NA,"3681",NA,NA,NA,"pdf",NA,"07/20/20"
6,"Texas","2984554","332434",NA,NA,NA,"ASIAN:  662; BLACK: 3254; HISPANIC:11471; OTHER:   63; UNKNOWN: 5779; WHITE: 7011","0-0:125; 1-9:537; 10-19:1409; 20-29:5332; 30-39:5309; 40-49:5021; 50-59:4632; 60-64:1848; 65-69:1356; 70-74:852; 75-79:637; 80+:1163; UNKNOWN:19","FEMALE:13257; MALE:14607; UNKNOWN:376","4020","ASIAN: 16; BLACK: 95; HISPANIC:221; OTHER:  1; UNKNOWN: 94; WHITE:326","0-0:0; 1-9:0; 10-19:0; 20-29:5; 30-39:12; 40-49:29; 50-59:80; 60-64:77; 65-69:87; 70-74:82; 75-79:88; 80+:293; UNKNOWN:0","FEMALE:312; MALE:440; UNKNOWN:1",NA,NA,NA,NA,NA,"arcgis + downloadable cs","recovered:177870.8; Lab Confirmed COVID-19 Patients Currently in Texas Hospitals:10569; Total Texas Staffed Hospital Beds:54646; Available Texas Hospital Beds:11167; Available Texas ICU Beds:1004; Available Texas Ventilators:5058","07/20/20"
16,"Utah","553616","34526; casecom_Any Condition:7735; casecom_Former Smoker:2515; casecom_Chronic Pulmonary:2185; casecom_Diabetes:1861; casecom_Other:1656; casecom_Current Smoker:1108; casecom_Cardiovascular:996; casecom_Immunocompromised:668; casecom_Chronic Kidney:400; casecom_Neurologic:247; casecom_Chronic Liver:190",NA,NA,NA,"AI/AN:  751; ASIAN:  766; BLACK:  855; HISPANIC:13629; HN/PI: 1334; NH WHITE:13258; OTHER: 4288; UNKNOWN: 3930","0-1:160; 1-14:2308; 15-24:7517; 25-44:13308; 45-64:8493; 65-84:2407; 85+:321; UNKNOWN:12","FEMALE:16868; MALE:17619","247","AI/AN: 21; ASIAN: 13; BLACK:  0; HISPANIC: 60; HN/PI: 13; NH WHITE:122; OTHER: 20; UNKNOWN: 12","0-1:0; 1-14:0; 15-24:0; 25-44:10; 45-64:64; 65-84:115; 85+:56; UNKNOWN:0","FEMALE:0.389; MALE:0.611","Any Condition:1048; Diabetes:501; Other:358; Cardiovascular:308; Chronic Pulmonary:266; Former Smoker:250; Immunocompromised:150; Chronic Kidney:143; Current Smoker:65; Neurologic:63; Chronic Liver:49","2066","AI/AN: 98; ASIAN: 49; BLACK: 49; HISPANIC:812; HN/PI:150; NH WHITE:825; OTHER:268; UNKNOWN: 56","0-1:12; 1-14:18; 15-24:136; 25-44:506; 45-64:794; 65-84:521; 85+:79; UNKNOWN:0","FEMALE:0.472; MALE:0.528",NA,"cum_active_cases:12776; cum_estimate_recovered:21504; icu_Yes:543; icu_No:32117; icu_Under Investigation:1866; vent_Yes:224; vent_No:30140; vent_Under Investigation:4162; exp_Healthcare:1316; exp_In-state Without Known Contact:4457; exp_Known Contact:21667; exp_Travel:792; exp_Unknown / Under Investigation:6294; contact_Household:13088; contact_Other:63; contact_Social:3885; contact_Unspecified:3029; contact_Workplace:1602","07/20/20"
22,"Vermont","83868","1360; eth_Hispanic:50; eth_Not Hispanic:1180; eth_Unknown:130",NA,10,0,"AI/AN:   2; ASIAN:  53; BLACK: 150; OTHER:  29; UNKNOWN:  39; WHITE:1087","0-9:45; 10-19:97; 20-29:215; 30-39:189; 40-49:166; 50-59:236; 60-69:195; 70-79:119; 80+:98","FEMALE:699; MALE:656; UNKNOWN:5","56; eth_Hispanic:0; eth_Not Hispanic:56; eth_Unknown:0","AI/AN: 0; ASIAN: 2; BLACK: 0; OTHER: 1; UNKNOWN: 0; WHITE:53","0-9:0; 10-19:0; 20-29:0; 30-39:1; 40-49:1; 50-59:2; 60-69:8; 70-79:20; 80+:24","FEMALE:25; MALE:31; UNKNOWN:0",NA,NA,NA,NA,NA,"arcgis","daily_recovered:2; total_recovered:1139; people_monitored:1232; completed_monitoring:4289","07/19/20"
13,"Virginia","917501","78375",NA,945,4,"AI/AN:   94; ASIAN/PI: 2412; BLACK:12758; HISPANIC:24526; MULTI:  279; OTHER: 1814; UNKNOWN:19079; WHITE:17413","0-9:2668; 10-19:5915; 20-29:14389; 30-39:14440; 40-49:13380; 50-59:11464; 60-69:7457; 70-79:3910; 80+:3889; UNKNOWN:863","FEMALE:39769; MALE:38116; UNKNOWN:490","2031","AI/AN:   2; ASIAN/PI: 117; BLACK: 479; HISPANIC: 223; MULTI:   0; OTHER:  27; UNKNOWN:  88; WHITE:1095","0-9:0; 10-19:0; 20-29:4; 30-39:16; 40-49:55; 50-59:126; 60-69:300; 70-79:512; 80+:1016; UNKNOWN:2","FEMALE:1010; MALE:1014; UNKNOWN:7",NA,"7201","AI/AN:   6; ASIAN/PI: 384; BLACK:1847; HISPANIC:2432; MULTI:  23; OTHER: 158; UNKNOWN: 220; WHITE:2131","0-9:65; 10-19:68; 20-29:330; 30-39:649; 40-49:984; 50-59:1330; 60-69:1423; 70-79:1172; 80+:1168; UNKNOWN:12","FEMALE:3299; MALE:3894; UNKNOWN:8","tableau","total_hosp_today:36","07/20/20"
10,"Washington","826354","47743",NA,NA,NA,"HISPANIC:13799; NH AI/AN:  500; NH ASIAN: 1692; NH BLACK: 1715; NH HN/PI:  929; NH MULTI:  686; NH OTHER:  747; NH WHITE:11479; UNKNOWN:16196","0-19:0.11; 20-39:0.39; 40-59:0.3; 60-79:0.15; 80+:0.05; UNKNOWN:0","FEMALE:0.5; MALE:0.46; UNKNOWN:0.04","331","HISPANIC:195; NH AI/AN: 32; NH ASIAN:118; NH BLACK: 48; NH HN/PI: 14; NH MULTI: 17; NH OTHER: 32; NH WHITE:935; UNKNOWN: 62","0-19:0; 20-39:0.02; 40-59:0.09; 60-79:0.38; 80+:0.51; UNKNOWN:0","FEMALE:0.45; MALE:0.54; UNKNOWN:0.01",NA,"5102","HISPANIC:1067; NH AI/AN:  67; NH ASIAN: 269; NH BLACK: 199; NH HN/PI: 118; NH MULTI:  55; NH OTHER:  77; NH WHITE:1759; UNKNOWN:1491","0-19:0.01; 20-39:0.13; 40-59:0.28; 60-79:0.38; 80+:0.2; UNKNOWN:0","FEMALE:0.45; MALE:0.53; UNKNOWN:0.02","power BI + webpage",NA,"07/20/20"
NA,"West Virginia","233490","5080",NA,NA,NA,"ASIAN:0.000; BLACK:0.073; MULTI:0.000; OTHER:0.140; UNKNOWN:0.000; WHITE:0.787; NA:0.000","0-9:0.0284; 10-19:0.1012; 20-29:0.2357; 30-39:0.1347; 40-49:0.1331; 50-59:0.1424; 60-69:0.1093; 70+:0.1152; UNKNOWN:NA","FEMALE:0.52; MALE:0.475; UNKNOWN:0.005","100",NA,NA,NA,NA,NA,NA,NA,NA,"manual","Percentages present. Manual entry.","07/20/20"
15,"Wisconsin","780209","43018; eth_hispanic:11253; eth_non-hispanic:26659; eth_unknown:5106",NA,NA,NA,"ASIAN: 1429; BLACK: 6925; MULTI/OTHER: 4421; UNKNOWN: 4196; WHITE:25636; NA:  411","0-9:1483; 10-19:3818; 20-29:11025; 30-39:7392; 40-49:6228; 50-59:5792; 60-69:3706; 70-79:1914; 80-89:1150; 90+:510","FEMALE:22196; MALE:20731; UNKNOWN:91","846; eth_hispanic:98; eth_non-hispanic:738; eth_unknown:10","ASIAN: 23; BLACK:196; MULTI/OTHER: 11; UNKNOWN: 14; WHITE:592; NA: 10","0-9:0; 10-19:0; 20-29:8; 30-39:9; 40-49:29; 50-59:62; 60-69:144; 70-79:216; 80-89:208; 90+:170","FEMALE:393; MALE:453; UNKNOWN:0",NA,"4129",NA,"0-9:37; 10-19:69; 20-29:275; 30-39:355; 40-49:479; 50-59:666; 60-69:833; 70-79:724; 80-89:508; 90+:183",NA,NA,NA,"07/20/20"
NA,"Wyoming","61032","2126",NA,NA,NA,"ASIAN:  10; BLACK:  20; HISPANIC: 278; HN/PI:   8; OTHER:  90; UNKNOWN:  80; WHITE:1007; NA: 356","0-18:263; 19-29:427; 19-64:NA; 30-39:278; 40-49:278; 50-59:192; 60-69:181; 65+:NA; 70-79:78; 80+:33; UNKNOWN:NA","FEMALE:885; MALE:835; UNKNOWN:0","24","ASIAN:0.00; BLACK:0.00; HISPANIC:0.08; HN/PI:0.00; OTHER:0.00; UNKNOWN:0.04; WHITE:0.46; NA:0.42","0-18:0; 19-29:NA; 19-64:0.25; 30-39:NA; 40-49:NA; 50-59:NA; 60-69:NA; 65+:0.75; 70-79:NA; 80+:NA; UNKNOWN:NA","FEMALE:0.46; MALE:0.54; UNKNOWN:0",NA,NA,NA,NA,NA,"manual",NA,"07/20/20"
