"X.1","state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
15,"Missouri","426745","23589; eth_HISPANIC:2641; eth_NON HISPANIC:14747; eth_REFUSED TO ANSWER:22; eth_UNKNOWN:6192; eth_TOTAL:23602",NA,NA,NA,"BLACK:5758; MULTI: 513; OTHER: 374; UNKNOWN:1956; WHITE:4949","0-19:1897; 20-24:2175; 25-29:2236; 30-34:2025; 35-39:1833; 40-44:1689; 45-49:1754; 50-54:1775; 55-59:1780; 60-64:1635; 65-69:1198; 70-74:984; 75-59:795; 80+:2041","FEMALE:12840; MALE:10843; UNKNOWN:173","973; eth_HISPANIC:25; eth_NON HISPANIC:886; eth_UNKNOWN:116","BLACK:246; MULTI:  4; OTHER:  6; UNKNOWN: 18; WHITE:382","0-19:0; 80+:537; 20-29:3; 30-39:4; 40-49:20; 50-59:66; 60-69:147; 70-79:251","FEMALE:524; MALE:501; UNKNOWN:3",NA,NA,NA,NA,NA,"webpage + arcgis",NA,"07/03/20"
27,"Montana","102926","1249; eth_Hispanic/Latino:77; eth_Not Hispanic/Latino:850",NA,NA,NA,"AI/AN/HN/PI:136; ASIAN:  2; BLACK:  6; OTHER: 18; PENDING:312; WHITE:775","0-9:48; 10-19:105; 20-29:280; 30-39:220; 40-49:159; 50-59:170; 60-69:159; 70-79:74; 80+:34","FEMALE:614; MALE:635","23",NA,NA,NA,NA,"112",NA,NA,NA,"arcgis + webpage","curr_Hospitalized:20; curr_Recovering:528; curr_Recovered and released from isolation:678","07/06/20"
31,"Nebraska","198069","20425; eth_Hispanic:8778; eth_NonHispanic:6632; eth_Unknown:3635",NA,NA,NA,"AI/AN: 1443; ASIAN: 1192; HN/PI:   32; OTHER: 1565; UNKNOWN: 3259; WHITE:11554","0-19:2335; 20-34:6180; 35-44:3711; 45-54:3703; 55-64:2566; 65-74:1100; 75-84:505; 85+:320; UNKNOWN:5","FEMALE:9834; MALE:9752; UNKNOWN:839","282; eth_Hispanic:66; eth_NonHispanic:181; eth_Unknown:37","AI/AN: 29; ASIAN: 16; HN/PI:  0; OTHER:  8; UNKNOWN: 12; WHITE:219","0-19:1; 20-34:3; 35-44:6; 45-54:19; 55-64:54; 65-74:69; 75-84:67; 85+:63; UNKNOWN:0","FEMALE:128; MALE:154; UNKNOWN:0",NA,"1405; eth_Hispanic:577; eth_NonHispanic:681; eth_Unknown:143","AI/AN:142; ASIAN: 94; HN/PI:  3; OTHER:111; UNKNOWN: 85; WHITE:966","0-19:31; 20-34:112; 35-44:144; 45-54:247; 55-64:324; 65-74:258; 75-84:183; 85+:106; UNKNOWN:0","FEMALE:674; MALE:726; UNKNOWN:5",NA,NA,"07/08/20"
NA,"Nevada","371890","22418",NA,NA,NA,"AI/AN:  81; ASIAN:1055; BLACK:1212; HISPANIC:5141; OTHER:1488; WHITE:4083","0-9:594; 10-19:1400; 20-29:4181; 30-39:3872; 40-49:3371; 50-59:3068; 60-69:1975; 70+:1716; UNKNOWN:2241","FEMALE:10234; MALE:9509; UNKNOWN:2675","534","AI/AN:  3; ASIAN: 75; BLACK: 63; HISPANIC: 83; OTHER: 11; WHITE:238","0-9:0; 10-19:2; 20-29:3; 30-39:6; 40-49:27; 50-59:48; 60-69:109; 70+:328; UNKNOWN:11","FEMALE:211; MALE:298; UNKNOWN:25",NA,NA,NA,NA,NA,"manual",NA,"07/06/20"
NA,"New Hampshire",NA,"5914",NA,NA,NA,"AI/AN:   0; ASIAN: 150; BLACK: 299; HISPANIC: 547; OTHER: 264; WHITE:3614","0-9:94; 10-19:263; 20-29:884; 30-39:793; 40-49:747; 50-59:990; 60-69:767; 70-79:519; 80+:857","FEMALE:3408; MALE:2500; UNKNOWN:0","382","AI/AN:  0; ASIAN:  3; BLACK:  7; HISPANIC: 10; OTHER:  9; WHITE:289","0-9:0; 10-19:0; 20-29:1; 30-39:0; 40-49:7; 50-59:9; 60-69:34; 70-79:95; 80+:236","FEMALE:190; MALE:191; UNKNOWN:0",NA,"574","AI/AN:  0; ASIAN: 15; BLACK: 27; HISPANIC: 56; OTHER: 15; WHITE:416","0-9:4; 10-19:5; 20-29:18; 30-39:27; 40-49:48; 50-59:87; 60-69:144; 70-79:129; 80+:112","FEMALE:249; MALE:325; UNKNOWN:0","manual","Race/ethnicity combined","07/06/20"
NA,"New Jersey","1549209","173611",NA,NA,NA,"HISPANIC:31360; NH ASIAN: 5229; NH BLACK:17561; NH OTHER:12084; NH WHITE:36712","0-4:862; 5-17:3630; 18-29:23073; 30-49:55022; 50-64:48405; 65-79:24724; 80+:17537; UNKNOWN:NA","FEMALE:87797; MALE:84850; UNKNOWN:964","15229","HISPANIC:2657; NH ASIAN: 727; NH BLACK:2394; NH OTHER: 232; NH WHITE:7103","0-4:2; 5-17:0; 18-29:52; 30-49:564; 50-64:2114; 65-79:4317; 80+:6323; UNKNOWN:NA","FEMALE:6205; MALE:7168; UNKNOWN:0",NA,"20246","HISPANIC:5160; NH ASIAN:1015; NH BLACK:3715; NH OTHER: 729; NH WHITE:8084","0-4:72; 5-17:101; 18-29:703; 30-49:3269; 50-64:5607; 65-79:5890; 80+:4584; UNKNOWN:NA","FEMALE:8949; MALE:11274; UNKNOWN:23","pdf","Site combined race and ethnicity, so calculation needed","07/06/20"
22,"New Mexico","380240","13507",NA,NA,NA,"AI/AN:0.4712; ASIAN:0.0065; BLACK:0.0193; HISPANIC:0.3122; UNKNOWN:0.0674; WHITE:0.1178","0-9:601; 10-19:1238; 20-29:2493; 30-39:2462; 40-49:2070; 50-59:1915; 60-69:1420; 70-79:666; 80-89:418; 90+:177","FEMALE:0.4866; MALE:0.5134","515",NA,NA,NA,NA,"2033",NA,NA,NA,"public dashboard","recovered:5902; curr_hosp:129","07/06/20"
NA,"New York","4344867","398237",NA,NA,NA,NA,NA,"FEMALE:0.4775; MALE:0.4982; UNKNOWN:0.0232","31934","ASIAN:0.0464; BLACK:0.1885; HISPANIC:0.2107; OTHER:0.0339; UNKNOWN:0.2195; WHITE:0.3008","0-9:4; 10-19:11; 20-29:92; 30-39:331; 40-49:857; 50-59:2384; 60-69:4855; 70-79:6476; 80-89:6409; 90+:3496; UNKNOWN:7019","FEMALE:10594; MALE:14321; UNKNOWN:7019",NA,NA,NA,NA,NA,"manual","Percentages present. Manual entry.","07/07/20"
NA,"North Carolina","1036838","72983; eth_hispanic:21996; eth_non_hispanic:26220; eth_unk:24767",NA,NA,NA,"AI/AN:  541; ASIAN: 1021; BLACK:11722; HN/PI:  177; MULTI:    0; OTHER: 8454; UNKNOWN:23550; WHITE:27518","0-17:7701; 18-24:9572; 25-49:32684; 50-64:13990; 65-74:4597; 75+:4320; UNKNOWN:119","FEMALE:36639; MALE:35487; UNKNOWN:857","1396; eth_hispanic:128; eth_non_hispanic:1181; eth_unk:87","AI/AN: 16; ASIAN: 20; BLACK:445; HN/PI:  4; MULTI:  0; OTHER: 80; UNKNOWN: 49; WHITE:782","0-17:2; 18-24:2; 25-49:75; 50-64:211; 65-74:285; 75+:821; UNKNOWN:0","FEMALE:646; MALE:740; UNKNOWN:10",NA,NA,NA,NA,NA,"pdf","Age data manually entered as percentages.","07/06/20"
26,"North Dakota","113582","3849",NA,33,NA,NA,"0-9:201; 10-9:303; 20-29:927; 30-39:791; 40-49:542; 50-59:409; 60-69:299; 70-79:142; 80+:235","FEMALE:2050; MALE:1799","80",NA,"0-9:0; 10-9:0; 20-29:0; 30-39:0; 40-49:4; 50-59:2; 60-69:8; 70-79:16; 80+:50",NA,NA,"245",NA,"0-9:3; 10-9:1; 20-29:11; 30-39:35; 40-49:31; 50-59:50; 60-69:41; 70-79:31; 80+:42",NA,"datawrapper","recovered:11; curr_hosp:7; active_cases:13; risk_Close Contact:2; risk_Community:3; risk_Confirmed Travel:10; risk_Household:16; risk_Possible Travel:18; risk_Under Investigation:5; recovered_0-9:6; recovered_10-9:9; recovered_20-29:17; recovered_30-39:15; recovered_40-49:14; recovered_50-59:12; recovered_60-69:8; recovered_70-79:1; recovered_80+:4","07/06/20"
10,"Ohio","877688","57956; eth_Non-hispanic:39928; eth_Hispanic:4346; eth_Unknown:13682",NA,4,0,"AI/AN:   67; ASIAN: 1754; BLACK:15354; HN/PI:  109; MULTI: 2042; OTHER: 4331; UNKNOWN: 6910; WHITE:27389","0-19:4047; 20-29:10337; 30-39:9832; 40-49:8692; 50-59:8791; 60-69:6814; 70-79:4446; 80+:4942; UNKNOWN:55","FEMALE:28766; MALE:28700; UNKNOWN:490","2927; eth_Non-hispanic:2814; eth_Hispanic:62; eth_Unknown:51; eth_Refuse:0","AI/AN:   1; ASIAN:  31; BLACK: 557; HN/PI:   1; MULTI:  35; OTHER:  18; UNKNOWN:  30; WHITE:2254","0-19:1; 20-29:11; 30-39:18; 40-49:45; 50-59:174; 60-69:416; 70-79:717; 80+:1544; UNKNOWN:1","FEMALE:1416; MALE:1511; UNKNOWN:0",NA,"8249; eth_Non-hispanic:6985; eth_Hispanic:544; eth_Unknown:710; eth_Refuse:10","AI/AN:   9; ASIAN: 194; BLACK:2615; HN/PI:  21; MULTI: 291; OTHER: 372; UNKNOWN: 225; WHITE:4515","0-19:142; 20-29:369; 30-39:556; 40-49:810; 50-59:1464; 60-69:1777; 70-79:1593; 80+:1537; UNKNOWN:1","FEMALE:3927; MALE:4304; UNKNOWN:18","tableau","today_hosp:0","07/06/20"
NA,"Oklahoma","391881","16362",NA,NA,NA,"AI/AN:1165; ASIAN:1273; BLACK:1209; MULTI: 647; UNKNOWN:2839; WHITE:9229","0-4:305; 5-17:1046; 18-35:5880; 36-49:3654; 50-64:2911; 65+:2566; UNKNOWN:NA","FEMALE:1758; MALE:1716; UNKNOWN:57","399","AI/AN: 30; ASIAN:  8; BLACK: 29; MULTI: 10; UNKNOWN: 22; WHITE:300","0-4:0; 5-17:0; 18-35:6; 36-49:10; 50-64:63; 65+:320; UNKNOWN:NA","FEMALE:195; MALE:204; UNKNOWN:0",NA,"1689",NA,NA,NA,"pdf","Demographic and age data available, but age and demo data manually entered.","07/06/20"
23,"Oregon","267228","10395; eth_Hispanic:3802; eth_Not Hispanic:5259; eth_Unknown:1334",NA,NA,NA,"AI/AN: 231; ASIAN: 373; BLACK: 442; HN/PI: 315; MULTI: 273; OTHER:3243; UNKNOWN:1227; WHITE:4291","0-9:408; 10-19:828; 20-29:2137; 30-39:1832; 40-49:1723; 50-59:1443; 60-69:979; 70-79:606; 80+:424; UNKNOWN:15","FEMALE:5417; MALE:4955; OTHER:2; UNKNOWN:21","215; eth_Hispanic:26; eth_Not Hispanic:170; eth_Unknown:19","AI/AN:  3; ASIAN:  9; BLACK:  6; HN/PI:  6; MULTI:  2; OTHER: 17; UNKNOWN: 15; WHITE:157","0-9:0; 10-19:0; 20-29:0; 30-39:1; 40-49:3; 50-59:9; 60-69:41; 70-79:59; 80+:102; UNKNOWN:0","FEMALE:94; MALE:121; OTHER:0; UNKNOWN:0",NA,"1125; eth_Hispanic:293; eth_Not Hispanic:756; eth_Unknown:76","AI/AN: 17; ASIAN: 49; BLACK: 52; HN/PI: 52; MULTI: 20; OTHER:253; UNKNOWN: 50; WHITE:632","0-9:8; 10-19:9; 20-29:63; 30-39:84; 40-49:141; 50-59:194; 60-69:238; 70-79:225; 80+:163; UNKNOWN:0","FEMALE:527; MALE:597; UNKNOWN:1","webpage","avail_Adult ICU beds:168; avail_Adult non-ICU beds:816; avail_Pediatric NICU/PICU beds:101; avail_Pediatric non-ICU beds:122; avail_Ventilators:797; total_Adult ICU beds:779; total_Adult non-ICU beds:4438; total_Pediatric NICU/PICU beds:322; total_Pediatric non-ICU beds:353; curr_Current hospitalized patients:183; curr_Current patients in ICU beds:61; curr_Current patients on ventilators:26","07/06/20"
3,"Pennsylvania","833324","90304; eth_Hispanic:7279; eth_Not Hispanic:19210; eth_Not Reported:63815",NA,NA,NA,"ASIAN: 1319; BLACK:11603; OTHER:  711; UNKNOWN:49090; WHITE:27581","0-9:1420; 20-29:13160; 30-39:13517; 40-49:12649; 50-59:14732; 60-69:12049; 70-79:7865; 80-89:6882; 90-99:4146; 100+:220; NOTREPORTED:121; 10-19:3543","FEMALE:0.55; MALE:0.44; OTHER:0; UNKNOWN:0.01","6754; eth_Hispanic:336; eth_Not Hispanic:5550","ASIAN: 142; BLACK:1216; MULTI: 283; WHITE:4245","0-4:0; 5-9:0; 10-14:0; 15-19:0; 20-24:0; 25-29:6; 30-34:10; 35-39:7; 40-44:29; 45-49:64; 50-54:109; 55-59:185; 60-64:321; 65-69:471; 70-74:583; 75-79:665; 80-84:828; 85-89:1045; 90-94:974; 95-99:487; 100-104:90; 105-109:8","FEMALE:3047; MALE:2839","Neuro Dementia:1280; Cardio Hypertension:1236; Metabolic Diabetes:746; Respiratory COPD:464; Cardio Coronary Artery Disease:439; Kidney Chronic:404; Cardio Congestive Heart Failure:398; Cancer:245; Neuro Parkinson’s:151; Kidney End-Stage Renal:129; Metabolic Obesity:119; Respiratory Sleep Apnea:49; Respiratory Asthma:47; Liver Cirrhosis:27; Immuno Organ Transplant:12; Immuno HIV:11; Liver Chronic:6",NA,NA,"0-4:0.01; 5-12:0.01; 13-18:0.01; 19-24:0.01; 25-49:0.16; 50-64:0.26; 65+:0.56",NA,"webpage","pod_Hospice:120; pod_Hospital:3025; pod_Long-Term Living:2567; pod_Residence:171; pod_Other:3","05/10/20"
32,"Rhode Island","264216","17204",3383,41,2,"HISPANIC:5899; NH BLACK:1592; NH MULTI: 378; NH OTHER: 465; NH WHITE:4616; UNKNOWN:3541","0-9:443; 10-19:847; 20-29:2574; 30-39:2600; 40-49:2495; 50-59:2569; 60-69:1822; 70-79:1217; 80-89:1134; 90-99:735; 100+:54; PENDING:0","FEMALE:9080; MALE:7261; UNKNOWN:150","971","HISPANIC: 81; NH BLACK: 48; NH MULTI:  0; NH OTHER: 12; NH WHITE:641; UNKNOWN:178","0-9:0; 10-19:0; 20-29:0; 30-39:6; 40-49:12; 50-59:44; 60-69:94; 70-79:235; 80-89:307; 90-99:238; 100+:22; PENDING:0","FEMALE:511; MALE:449; UNKNOWN:0",NA,"2043","HISPANIC:548; NH BLACK:188; NH MULTI: 65; NH OTHER: 50; NH WHITE:768; UNKNOWN:400","0-9:14; 10-19:21; 20-29:92; 30-39:144; 40-49:230; 50-59:328; 60-69:408; 70-79:388; 80-89:272; 90-99:110; 100+:6; PENDING:6","FEMALE:921; MALE:1086; UNKNOWN:12","google doc","discharge-from-hosp:1683; curr_hosp:56; curr_ICU:5; curr_ICUvent:5","07/08/20"
NA,"South Carolina","482722","41532; eth_hispanic:0.12; eth_non_hispanic:0.56; eth_unk:0.31",NA,NA,NA,"ASIAN:0.01; BLACK:0.33; OTHER:0.10; UNKNOWN:0.11; WHITE:0.46","0-10:0.04; 11-20:0.11; 21-30:0.22; 31-40:0.16; 41-50:0.14; 51-60:0.14; 61-70:0.1; 71-80:0.06; 81+:0.04; UNKNOWN:NA","FEMALE:0.522; MALE:0.442; UNKNOWN:0.036","793; eth_hispanic:0.04; eth_non_hispanic:0.84; eth_unk:0.12","ASIAN:0.01; BLACK:0.45; OTHER:0.03; UNKNOWN:0.05; WHITE:0.46","0-10:0; 11-20:0.001; 21-30:0.009; 31-40:0.006; 41-50:0.033; 51-60:0.085; 61-70:0.212; 71-80:0.307; 81+:0.346; UNKNOWN:NA","FEMALE:0.49; MALE:0.5; UNKNOWN:0.01",NA,"2882",NA,NA,NA,"pdf","Demographic and age data manually entered","07/06/20"
NA,"South Dakota","84003","7063",NA,NA,NA,"HISPANIC:1106; NH AI/AN:1074; NH ASIAN: 710; NH BLACK: 978; NH WHITE:2464; OTHER: 731","0-19:743; 20-29:1465; 30-39:1494; 40-49:1138; 50-59:1107; 60-69:656; 70-79:253; 80+:207; UNKNOWN:NA","FEMALE:3413; MALE:3650; UNKNOWN:0","97",NA,"0-19:0; 20-29:1; 30-39:3; 40-49:7; 50-59:12; 60-69:17; 70-79:13; 80+:44; UNKNOWN:NA","FEMALE:53; MALE:44; UNKNOWN:0",NA,"691",NA,"0-19:23; 20-29:52; 30-39:75; 40-49:93; 50-59:140; 60-69:145; 70-79:91; 80+:72; UNKNOWN:NA",NA,"manual",NA,"07/06/20"
NA,"Tennessee","904237","52155; eth_hispanic:12524; eth_non_hispanic:25506; eth_unk:14125",NA,NA,NA,"AI/AN:    0; ASIAN:  639; BLACK:10640; MULTI:    0; OTHER: 8449; UNKNOWN:10810; WHITE:21497","0-10:2360; 11-20:5173; 21-30:12063; 31-40:10429; 41-50:8507; 51-60:6581; 61-70:3749; 71-80:1929; 81+:1122; UNKNOWN:242","FEMALE:23986; MALE:27203; UNKNOWN:966","653; eth_hispanic:57; eth_non_hispanic:585; eth_unk:11","AI/AN:  0; ASIAN: 11; BLACK:231; MULTI:  0; OTHER: 38; UNKNOWN:  6; WHITE:366","0-10:3; 11-20:0; 21-30:8; 31-40:12; 41-50:32; 51-60:64; 61-70:118; 71-80:199; 81+:217; UNKNOWN:0","FEMALE:291; MALE:362; UNKNOWN:0",NA,"2897",NA,NA,NA,"pdf",NA,"07/06/20"
7,"Texas","2163729","200557",NA,NA,NA,"ASIAN: 629; BLACK:2721; HISPANIC:8907; OTHER: 121; UNKNOWN:4939; WHITE:5925","0-0:95; 1-9:415; 10-19:1092; 20-29:4139; 30-39:4297; 40-49:4179; 50-59:3926; 60-64:1576; 65-69:1145; 70-74:736; 75-79:560; 80+:1068; UNKNOWN:14","FEMALE:11250; MALE:11778; UNKNOWN:214","2655","ASIAN: 14; BLACK: 87; HISPANIC:195; OTHER:  1; UNKNOWN: 85; WHITE:298","0-0:0; 1-9:0; 10-19:0; 20-29:4; 30-39:11; 40-49:25; 50-59:72; 60-64:70; 65-69:75; 70-74:71; 75-79:76; 80+:276; UNKNOWN:0","FEMALE:285; MALE:392; UNKNOWN:3",NA,NA,NA,NA,NA,"arcgis + downloadable cs","recovered:103781.8; Lab Confirmed COVID-19 Patients Currently in Texas Hospitals:8698; Total Texas Staffed Hospital Beds:53680; Available Texas Hospital Beds:12852; Available Texas ICU Beds:1226; Available Texas Ventilators:5300","07/06/20"
18,"Utah","375842","25469; com_Any Condition:5664; com_Former Smoker:1837; com_Chronic Pulmonary:1575; com_Diabetes:1378; com_Other:1251; com_Current Smoker:799; com_Cardiovascular:744; com_Immunocompromised:493; com_Chronic Kidney:279; com_Neurologic:246; com_Chronic Liver:137",1061,0,NA,"AI/AN:  620; ASIAN:  568; BLACK:  657; HISPANIC:10743; HN/PI:  953; NH WHITE: 9152; OTHER: 3248; UNKNOWN: 2848","0-1:119; 1-14:1633; 15-24:5225; 25-44:10046; 45-64:6518; 65-84:1711; 85+:209; UNKNOWN:8","FEMALE:12432; MALE:13011","190","AI/AN: 11; ASIAN:  9; BLACK:  0; HISPANIC: 44; HN/PI: 11; NH WHITE:103; OTHER: 13; UNKNOWN:  8","0-1:0; 1-14:0; 15-24:0; 25-44:0; 45-64:47; 65-84:92; 85+:45; UNKNOWN:0","FEMALE:0.395; MALE:0.605","Any Condition:801; Diabetes:377; Other:284; Cardiovascular:236; Chronic Pulmonary:205; Former Smoker:199; Chronic Kidney:117; Immunocompromised:115; Neurologic:60; Current Smoker:53; Chronic Liver:31","1604","AI/AN: 86; ASIAN: 39; BLACK: 43; HISPANIC:640; HN/PI:106; NH WHITE:629; OTHER:200; UNKNOWN: 50","0-1:7; 1-14:9; 15-24:89; 25-44:399; 45-64:642; 65-84:403; 85+:55; UNKNOWN:0","FEMALE:0.467; MALE:0.533",NA,"cum_active_cases:10832; cum_estimate_recovered:14448; icu_Yes:438; icu_No:23722; icu_Under Investigation:1309; vent_Yes:194; vent_No:22048; vent_Under Investigation:3227; exp_Healthcare:926; exp_In-state Without Known Contact:3244; exp_Known Contact:15711; exp_Travel:549; exp_Unknown / Under Investigation:5039; contact_Household:9517; contact_Other:58; contact_Social:3260; contact_Unspecified:2380; contact_Workplace:496","07/06/20"
25,"Vermont","70353","1251; eth_Hispanic:42; eth_Not Hispanic:1089; eth_Unknown:120",NA,2,0,"AI/AN:   2; ASIAN:  53; BLACK: 127; OTHER:  23; UNKNOWN:  34; WHITE:1012","0-9:31; 10-19:79; 20-29:189; 30-39:176; 40-49:159; 50-59:227; 60-69:178; 70-79:115; 80+:97","FEMALE:646; MALE:598; UNKNOWN:7","56; eth_Hispanic:0; eth_Not Hispanic:56; eth_Unknown:0","AI/AN: 0; ASIAN: 2; BLACK: 0; OTHER: 1; UNKNOWN: 0; WHITE:53","0-9:0; 10-19:0; 20-29:0; 30-39:1; 40-49:1; 50-59:2; 60-69:8; 70-79:20; 80+:24","FEMALE:25; MALE:31; UNKNOWN:0",NA,NA,NA,NA,NA,"arcgis","daily_recovered:15; total_recovered:1022; people_monitored:1775; completed_monitoring:2375","07/05/20"
14,"Virginia","706588","66102",NA,354,0,"AI/AN:   79; ASIAN/PI: 2163; BLACK: 9530; HISPANIC:22232; MULTI:  218; OTHER: 1633; UNKNOWN:15825; WHITE:14068","0-9:2217; 10-19:4760; 20-29:11207; 30-39:12149; 40-49:11584; 50-59:9931; 60-69:6450; 70-79:3356; 80+:3457; UNKNOWN:637","FEMALE:33062; MALE:32246; UNKNOWN:440","1853","AI/AN:  2; ASIAN/PI:104; BLACK:410; HISPANIC:203; MULTI:  1; OTHER: 25; UNKNOWN:112; WHITE:996","0-9:0; 10-19:0; 20-29:4; 30-39:13; 40-49:46; 50-59:112; 60-69:267; 70-79:461; 80+:948; UNKNOWN:2","FEMALE:914; MALE:929; UNKNOWN:10",NA,"6435","AI/AN:   5; ASIAN/PI: 358; BLACK:1590; HISPANIC:2186; MULTI:  21; OTHER: 140; UNKNOWN: 223; WHITE:1895","0-9:54; 10-19:59; 20-29:276; 30-39:556; 40-49:864; 50-59:1190; 60-69:1280; 70-79:1067; 80+:1063; UNKNOWN:9","FEMALE:2956; MALE:3453; UNKNOWN:9","tableau","total_hosp_today:17","07/05/20"
11,"Washington","629256","36985",NA,NA,NA,"HISPANIC:11658; NH AI/AN:  444; NH ASIAN: 1498; NH BLACK: 1455; NH HN/PI:  792; NH MULTI:  547; NH OTHER:  663; NH WHITE: 9458; UNKNOWN:10470","0-19:0.1; 20-39:0.37; 40-59:0.31; 60-79:0.16; 80+:0.06; UNKNOWN:0","FEMALE:0.5; MALE:0.46; UNKNOWN:0.03","1370","HISPANIC:163; NH AI/AN: 23; NH ASIAN:112; NH BLACK: 45; NH HN/PI: 12; NH MULTI: 16; NH OTHER: 29; NH WHITE:901; UNKNOWN: 69","0-19:0; 20-39:0.01; 40-59:0.09; 60-79:0.38; 80+:0.52; UNKNOWN:0","FEMALE:0.46; MALE:0.53; UNKNOWN:0.01",NA,"4544","HISPANIC: 971; NH AI/AN:  62; NH ASIAN: 249; NH BLACK: 185; NH HN/PI:  99; NH MULTI:  48; NH OTHER:  71; NH WHITE:1645; UNKNOWN:1214","0-19:0.01; 20-39:0.12; 40-59:0.28; 60-79:0.38; 80+:0.21; UNKNOWN:0","FEMALE:0.45; MALE:0.54; UNKNOWN:0.02","power BI + webpage","Hospitals Reporting:69; Total COVID-19 Patients Hospitalized:222; Total COVID-19 Patients Ventilated:37","07/06/20"
NA,"West Virginia","187464","3356",NA,NA,NA,"AI/AN:0.000; ASIAN:0.000; BLACK:0.069; MULTI:0.000; OTHER:0.144; UNKNOWN:0.000; WHITE:0.788","0-9:0.0241; 10-19:0.0841; 20-29:0.1979; 30-39:0.1371; 40-49:0.1437; 50-59:0.1523; 60-69:0.1222; 70+:0.1386; UNKNOWN:NA","FEMALE:0.515; MALE:0.482; UNKNOWN:0.002","95",NA,NA,NA,NA,NA,NA,NA,NA,"manual","Percentages present. Manual entry.","07/06/20"
17,"Wisconsin","620974","32061; eth_hispanic:9427; eth_non-hispanic:18931; eth_unknown:3703",NA,NA,NA,"AI/AN:  298; ASIAN: 1176; BLACK: 5487; MULTI: 3673; UNKNOWN: 3242; WHITE:18185","0-9:1056; 10-19:2542; 20-29:7728; 30-39:5606; 40-49:4847; 50-59:4413; 60-69:2900; 70-79:1530; 80-89:967; 90+:472","FEMALE:16416; MALE:15570; UNKNOWN:75","796; eth_hispanic:91; eth_non-hispanic:692; eth_unknown:13","AI/AN: 10; ASIAN: 23; BLACK:188; MULTI: 10; UNKNOWN: 11; WHITE:554","0-9:0; 10-19:0; 20-29:8; 30-39:8; 40-49:24; 50-59:60; 60-69:134; 70-79:206; 80-89:199; 90+:157","FEMALE:370; MALE:426; UNKNOWN:0",NA,"3602",NA,"0-9:30; 10-19:52; 20-29:218; 30-39:306; 40-49:432; 50-59:596; 60-69:734; 70-79:631; 80-89:435; 90+:168",NA,NA,NA,"07/06/20"
NA,"Wyoming","47932","1634",NA,NA,NA,"AI/AN:311; ASIAN:  8; BLACK: 17; HISPANIC:192; HN/PI:  5; OTHER: 51; UNKNOWN: 66; WHITE:739","0-18:195; 19-29:325; 19-64:NA; 30-39:205; 40-49:203; 50-59:148; 60-69:140; 65+:NA; 70-79:58; 80+:28; UNKNOWN:NA","FEMALE:670; MALE:630; UNKNOWN:0","20","AI/AN:0.45; ASIAN:0.00; BLACK:0.00; HISPANIC:0.05; HN/PI:0.00; OTHER:0.00; UNKNOWN:0.05; WHITE:0.45","0-18:0; 19-29:NA; 19-64:0.25; 30-39:NA; 40-49:NA; 50-59:NA; 60-69:NA; 65+:0.75; 70-79:NA; 80+:NA; UNKNOWN:NA","FEMALE:0.5; MALE:0.5; UNKNOWN:0",NA,NA,NA,NA,NA,"manual",NA,"07/06/20"
