"X.1","state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
NA,"Mississippi","477160","31257; eth_hispanic:1544; eth_non_hispanic:21674; eth_unk:8039",NA,NA,NA,"AI/AN: 1076; ASIAN:  101; BLACK:15110; HN/PI:    0; MULTI:    0; OTHER: 2824; UNKNOWN: 3499; WHITE: 8647","0-17:6104; 18-29:13138; 30-39:9399; 40-49:9337; 50-59:8762; 60-69:6700; 70-79:4045; 80-89:2168; 90+:813; UNKNOWN:NA","FEMALE:0.571; MALE:0.424; UNKNOWN:0.005","1114; eth_hispanic:18; eth_non_hispanic:1023; eth_unk:73","AI/AN: 78; ASIAN:  1; BLACK:854; HN/PI:  0; MULTI:  0; OTHER: 31; UNKNOWN:  5; WHITE:725","0-17:0; 18-29:11; 30-39:27; 40-49:75; 50-59:173; 60-69:362; 70-79:452; 80-89:384; 90+:227; UNKNOWN:NA","FEMALE:871; MALE:817; UNKNOWN:0",NA,"4380",NA,"0-17:58; 18-29:188; 30-39:251; 40-49:489; 50-59:731; 60-69:984; 70-79:906; 80-89:549; 90+:224; UNKNOWN:NA",NA,"pdf","Age data manually entered","08/03/20"
15,"Missouri","712948","52886; eth_HISPANIC:0.0947; eth_NON HISPANIC:0.608; eth_REFUSED TO ANSWER:0.0019; eth_UNKNOWN:0.2955; eth_TOTAL:1",NA,NA,NA,"BLACK:0.2089; MULTI:0.0376; OTHER:0.0484; UNKNOWN:0.2257; WHITE:0.4793","0-9:1268; 10-19:4719; 20-24:6102; 25-29:5344; 30-34:4497; 35-39:4062; 40-44:3676; 45-49:3660; 50-54:3766; 55-59:3689; 60-64:3222; 65-69:2333; 70-74:1873; 75-79:1431; 80-84:1107; 85-89:966; 90+:1055","FEMALE:28499; MALE:23963; UNKNOWN:425","1255; eth_HISPANIC:0.0327; eth_NON HISPANIC:0.8468; eth_UNKNOWN:0.1205","BLACK:0.3296; MULTI:0.0072; OTHER:0.0344; UNKNOWN:0.0343; WHITE:0.5946","0-19:1; 20-29:7; 30-39:7; 40-49:23; 50-59:82; 60-69:183; 70-79:311; 80+:641","FEMALE:633; MALE:618; UNKNOWN:4",NA,NA,NA,NA,NA,"webpage + arcgis","# of ED Discharges:462; # In Critical Care:243; # on Ventilators:132; # of Inpatients:460; ICU:232","08/03/20"
29,"Montana","179508","4233; eth_Hispanic/Latino:182; eth_Not Hispanic/Latino:2587",NA,NA,NA,"AI/AN/HN/PI: 469; ASIAN:  12; BLACK:  22; OTHER:  35; PENDING:1400; WHITE:2295","0-9:169; 10-19:337; 20-29:1113; 30-39:693; 40-49:519; 50-59:528; 60-69:464; 70-79:250; 80-89:125; 90-99:35","FEMALE:2141; MALE:2082","64",NA,NA,NA,NA,"235",NA,NA,NA,"arcgis + webpage","curr_Hospitalized:69; curr_Recovering:1447; curr_Recovered and released from isolation:2653","08/04/20"
25,"Nebraska","284145","26956; eth_Hispanic:9823; eth_NonHispanic:10164; eth_Unknown:4909",NA,NA,NA,"AI/AN:  286; ASIAN: 1319; BLACK: 1628; HN/PI:   38; OTHER: 1676; UNKNOWN: 4080; WHITE:15869","0-19:3062; 20-34:8031; 35-44:4312; 45-54:4245; 55-64:2943; 65-74:1326; 75-84:606; 85+:365; UNKNOWN:9","FEMALE:11995; MALE:11857; UNKNOWN:1047","317; eth_Hispanic:77; eth_NonHispanic:218; eth_Unknown:37","AI/AN: 10; ASIAN: 18; BLACK: 24; HN/PI:  0; OTHER: 12; UNKNOWN: 14; WHITE:254","0-19:0; 20-34:4; 35-44:7; 45-54:21; 55-64:57; 65-74:75; 75-84:80; 85+:73; UNKNOWN:0","FEMALE:146; MALE:171; UNKNOWN:0",NA,"1644; eth_Hispanic:647; eth_NonHispanic:846; eth_Unknown:139","AI/AN:  36; ASIAN: 105; BLACK: 147; HN/PI:   3; OTHER: 113; UNKNOWN:  72; WHITE:1156","0-19:40; 20-34:141; 35-44:164; 45-54:277; 55-64:351; 65-74:295; 75-84:210; 85+:110; UNKNOWN:0","FEMALE:761; MALE:823; UNKNOWN:4",NA,NA,"08/03/20"
NA,"Nevada","637026","50205",NA,NA,NA,"AI/AN:  158; ASIAN: 2199; BLACK: 2486; HISPANIC:10430; OTHER: 5920; WHITE: 9511","0-9:1582; 10-19:3881; 20-29:10643; 30-39:9630; 40-49:8429; 50-59:7139; 60-69:4161; 70+:3162; UNKNOWN:1578","FEMALE:24713; MALE:23312; UNKNOWN:2180","832","AI/AN:  4; ASIAN: 88; BLACK: 75; HISPANIC:119; OTHER: 11; WHITE:318","0-9:1; 10-19:2; 20-29:5; 30-39:9; 40-49:43; 50-59:92; 60-69:154; 70+:504; UNKNOWN:22","FEMALE:294; MALE:453; UNKNOWN:85",NA,NA,NA,NA,NA,"manual",NA,"08/03/20"
NA,"New Hampshire",NA,"6634",NA,NA,NA,"AI/AN:   0; ASIAN: 173; BLACK: 339; HISPANIC: 747; OTHER: 247; WHITE:4262","0-9:137; 10-19:321; 20-29:1049; 30-39:906; 40-49:859; 50-59:1072; 60-69:838; 70-79:559; 80+:893","FEMALE:3805; MALE:2842; UNKNOWN:0","417","AI/AN:  0; ASIAN:  4; BLACK:  9; HISPANIC: 11; OTHER:  1; WHITE:387","0-9:0; 10-19:0; 20-29:1; 30-39:0; 40-49:7; 50-59:10; 60-69:37; 70-79:101; 80+:261","FEMALE:212; MALE:205; UNKNOWN:0",NA,"696","AI/AN:  0; ASIAN: 20; BLACK: 32; HISPANIC: 67; OTHER: 15; WHITE:515","0-9:4; 10-19:5; 20-29:17; 30-39:33; 40-49:58; 50-59:101; 60-69:166; 70-79:157; 80+:155","FEMALE:303; MALE:393; UNKNOWN:0","manual","Race/ethnicity combined","08/03/20"
NA,"New Jersey","2164580","180970",NA,NA,NA,"HISPANIC:33639; NH ASIAN: 5578; NH BLACK:18856; NH OTHER:12575; NH WHITE:40230","0-4:947; 5-17:4277; 18-29:25500; 30-49:57066; 50-64:49800; 65-79:25229; 80+:17807; UNKNOWN:NA","FEMALE:91928; MALE:88034; UNKNOWN:1008","15846","HISPANIC:2769; NH ASIAN: 759; NH BLACK:2501; NH OTHER: 246; NH WHITE:7399","0-4:2; 5-17:0; 18-29:55; 30-49:597; 50-64:2214; 65-79:4482; 80+:6584; UNKNOWN:NA","FEMALE:6480; MALE:7454; UNKNOWN:0",NA,"21565","HISPANIC:5566; NH ASIAN:1082; NH BLACK:4033; NH OTHER: 765; NH WHITE:8642","0-4:80; 5-17:128; 18-29:801; 30-49:3513; 50-64:5984; 65-79:6232; 80+:4810; UNKNOWN:NA","FEMALE:9570; MALE:11968; UNKNOWN:27","pdf","Site combined race and ethnicity, so calculation needed","08/03/20"
23,"New Mexico","577810","21130",NA,NA,NA,"AI/AN:0.3624; ASIAN:0.0064; BLACK:0.0187; HISPANIC:0.4055; UNKNOWN:0.0634; WHITE:0.1330","0-9:1021; 10-19:2203; 20-29:4265; 30-39:3854; 40-49:3217; 50-59:2855; 60-69:1959; 70-79:952; 80-89:538; 90+:220","FEMALE:0.4939; MALE:0.5061","655",NA,NA,NA,NA,"2730",NA,NA,NA,"public dashboard","recovered:8463; curr_hosp:131","08/03/20"
NA,"New York","6030935","416298",NA,NA,NA,NA,NA,"FEMALE:0.4793; MALE:0.496; UNKNOWN:0.0245","32679","ASIAN:0.0455; BLACK:0.1849; HISPANIC:0.2059; OTHER:0.0308; UNKNOWN:0.2297; WHITE:0.3030","0-9:5; 10-19:11; 20-29:94; 30-39:333; 40-49:864; 50-59:2402; 60-69:4896; 70-79:6533; 80-89:6483; 90+:3540; UNKNOWN:7518","FEMALE:10724; MALE:14437; UNKNOWN:7518",NA,NA,NA,NA,NA,"manual","Percentages present. Manual entry.","08/03/20"
NA,"North Carolina","1813510","125219; eth_hispanic:33304; eth_non_hispanic:48162; eth_unk:43753",NA,NA,NA,"AI/AN: 1378; ASIAN: 1547; BLACK:21805; HN/PI:  236; MULTI:    0; OTHER:14896; UNKNOWN:34535; WHITE:50822","0-17:13975; 18-24:17452; 25-49:55133; 50-64:23643; 65-74:8034; 75+:6928; UNKNOWN:54","FEMALE:64335; MALE:59888; UNKNOWN:996","1969; eth_hispanic:196; eth_non_hispanic:1612; eth_unk:161","AI/AN:  29; ASIAN:  29; BLACK: 592; HN/PI:   3; MULTI:   0; OTHER: 133; UNKNOWN:  77; WHITE:1106","0-17:1; 18-24:2; 25-49:103; 50-64:306; 65-74:438; 75+:1119; UNKNOWN:0","FEMALE:903; MALE:1054; UNKNOWN:12",NA,NA,NA,NA,NA,"pdf","Age data manually entered as percentages.","08/03/20"
28,"North Dakota","158751","6785",NA,127,NA,NA,"0-9:329; 10-19:654; 20-29:1727; 30-39:1281; 40-49:914; 50-59:752; 60-69:524; 70-79:272; 80+:332","FEMALE:3557; MALE:3228","105",NA,"0-9:0; 10-19:0; 20-29:1; 30-39:1; 40-49:4; 50-59:5; 60-69:9; 70-79:21; 80+:64",NA,NA,"379",NA,"0-9:3; 10-19:2; 20-29:15; 30-39:48; 40-49:54; 50-59:74; 60-69:72; 70-79:56; 80+:55",NA,"datawrapper","recovered:14; curr_hosp:12; active_cases:1; risk_Close Contact:8; risk_Community:9; risk_Confirmed Travel:17; risk_Household:3; risk_Possible Travel:5; risk_Under Investigation:15; recovered_0-9:10; recovered_10-19:13; recovered_20-29:4; recovered_30-39:2; recovered_40-49:18; recovered_50-59:16; recovered_60-69:11; recovered_70-79:6; recovered_80+:7","08/03/20"
11,"Ohio","1530577","93963; eth_Non-hispanic:64996; eth_Hispanic:5976; eth_Unknown:22991",NA,2,1,"AI/AN:  124; ASIAN: 2437; BLACK:23307; HN/PI:  165; MULTI: 2666; OTHER: 6220; UNKNOWN:12701; WHITE:46343","0-19:8306; 20-29:19148; 30-39:15644; 40-49:13608; 50-59:13899; 60-69:10378; 70-79:6494; 80+:6394; UNKNOWN:92","FEMALE:48131; MALE:45020; UNKNOWN:812","3539; eth_Non-hispanic:3425; eth_Hispanic:83; eth_Unknown:31; eth_Refuse:0","AI/AN:   1; ASIAN:  39; BLACK: 674; HN/PI:   1; MULTI:  43; OTHER:  22; UNKNOWN:  21; WHITE:2738","0-19:2; 20-29:12; 30-39:26; 40-49:62; 50-59:223; 60-69:500; 70-79:877; 80+:1837; UNKNOWN:0","FEMALE:1737; MALE:1802; UNKNOWN:0",NA,"10992; eth_Non-hispanic:9379; eth_Hispanic:668; eth_Unknown:929; eth_Refuse:16","AI/AN:  16; ASIAN: 248; BLACK:3553; HN/PI:  29; MULTI: 313; OTHER: 464; UNKNOWN: 304; WHITE:6055","0-19:212; 20-29:546; 30-39:767; 40-49:1075; 50-59:1947; 60-69:2343; 70-79:2113; 80+:1985; UNKNOWN:4","FEMALE:5299; MALE:5666; UNKNOWN:27","tableau","today_hosp:1","08/03/20"
NA,"Oklahoma",NA,"38602",NA,NA,NA,"AI/AN: 3326; ASIAN: 1758; BLACK: 2653; MULTI/OTHER: 1506; UNKNOWN: 8172; WHITE:21187","0-4:904; 5-17:3352; 18-35:13778; 36-49:8406; 50-64:6852; 65+:5310; UNKNOWN:NA","FEMALE:3616; MALE:3243; UNKNOWN:27","551","AI/AN: 52; ASIAN: 13; BLACK: 34; MULTI/OTHER: 19; UNKNOWN: 29; WHITE:404","0-4:0; 5-17:1; 18-35:8; 36-49:17; 50-64:89; 65+:436; UNKNOWN:NA","FEMALE:252; MALE:299; UNKNOWN:0",NA,"3275",NA,NA,NA,"pdf","Demographic and age data available, but age and demo data manually entered.","08/03/20"
24,"Oregon","416120","19366; eth_Hispanic:7558; eth_Not Hispanic:9371; eth_Not available:2437",NA,NA,NA,"AI/AN: 461; ASIAN: 592; BLACK: 703; HN/PI: 423; MULTI: 406; OTHER:6534; UNKNOWN:2357; WHITE:7890","0-9:855; 10-19:1953; 20-29:4202; 30-39:3385; 40-49:3220; 50-59:2470; 60-69:1593; 70-79:977; 80+:681; UNKNOWN:30","FEMALE:10043; MALE:9261; OTHER:3; UNKNOWN:59","328; eth_Hispanic:41; eth_Not Hispanic:240; eth_Unknown:47","AI/AN:  6; ASIAN: 15; BLACK:  9; HN/PI:  6; MULTI:  3; OTHER: 30; UNKNOWN: 36; WHITE:223","0-9:0; 10-19:0; 20-29:1; 30-39:3; 40-49:5; 50-59:20; 60-69:61; 70-79:86; 80+:152; UNKNOWN:0","FEMALE:143; MALE:185; OTHER:0; UNKNOWN:0",NA,"1655; eth_Hispanic:449; eth_Not Hispanic:1061; eth_Unknown:145","AI/AN: 45; ASIAN: 72; BLACK: 74; HN/PI: 59; MULTI: 21; OTHER:383; UNKNOWN:110; WHITE:891","0-9:18; 10-19:20; 20-29:106; 30-39:143; 40-49:203; 50-59:267; 60-69:320; 70-79:325; 80+:249; UNKNOWN:4","FEMALE:793; MALE:862","webpage","avail_Adult ICU beds:170; avail_Adult non-ICU beds:760; avail_Pediatric NICU/PICU beds:77; avail_Pediatric non-ICU beds:107; avail_Ventilators:782; total_Adult ICU beds:768; total_Adult non-ICU beds:4350; total_Pediatric NICU/PICU beds:327; total_Pediatric non-ICU beds:328; curr_Current hospitalized patients:215; curr_Current patients in ICU beds:62; curr_Current patients on ventilators:27","08/03/20"
3,"Pennsylvania","1256569","114155; eth_Hispanic:9127; eth_Not Hispanic:26452; eth_Not Reported:78576",NA,NA,NA,"ASIAN: 1636; BLACK:15657; OTHER: 1275; UNKNOWN:57723; WHITE:37864","0-9:2125; 20-29:18917; 30-39:17324; 40-49:15663; 50-59:18020; 60-69:14224; 70-79:9191; 80-89:7680; 90-99:4611; 100+:236; NOTREPORTED:127; 10-19:6037","FEMALE:0.55; MALE:0.44; OTHER:0; UNKNOWN:0.01","7209; eth_Hispanic:336; eth_Not Hispanic:5550","ASIAN: 142; BLACK:1216; MULTI/OTHER: 283; WHITE:4245","0-4:0; 5-9:0; 10-14:0; 15-19:0; 20-24:0; 25-29:6; 30-34:10; 35-39:7; 40-44:29; 45-49:64; 50-54:109; 55-59:185; 60-64:321; 65-69:471; 70-74:583; 75-79:665; 80-84:828; 85-89:1045; 90-94:974; 95-99:487; 100-104:90; 105-109:8","FEMALE:3047; MALE:2839","Neuro Dementia:1280; Cardio Hypertension:1236; Metabolic Diabetes:746; Respiratory COPD:464; Cardio Coronary Artery Disease:439; Kidney Chronic:404; Cardio Congestive Heart Failure:398; Cancer:245; Neuro Parkinson’s:151; Kidney End-Stage Renal:129; Metabolic Obesity:119; Respiratory Sleep Apnea:49; Respiratory Asthma:47; Liver Cirrhosis:27; Immuno Organ Transplant:12; Immuno HIV:11; Liver Chronic:6",NA,NA,"0-4:0.01; 5-12:0.01; 13-18:0.01; 19-24:0.01; 25-49:0.16; 50-64:0.26; 65+:0.56",NA,"webpage","pod_Hospice:120; pod_Hospital:3025; pod_Long-Term Living:2567; pod_Residence:171; pod_Other:3","08/03/20"
16,"Rhode Island","376671","19246",NA,NA,NA,"HISPANIC:6383; NH BLACK:1742; NH OTHER: 523; NH WHITE:5128; UNKNOWN:3728","0-9:500; 10-19:1030; 20-29:2926; 30-39:2905; 40-49:2686; 50-59:2724; 60-69:1948; 70-79:1279; 80-89:1160; 90-99:738; 100+:54; PENDING:0","FEMALE:9902; MALE:8008; OTHER:5; UNKNOWN:36","1010","HISPANIC: 87; NH BLACK: 52; NH OTHER: 14; NH WHITE:666; UNKNOWN:184","0-9:0; 10-19:0; 20-29:0; 30-39:7; 40-49:15; 50-59:45; 60-69:102; 70-79:243; 80-89:320; 90-99:246; 100+:22; PENDING:0","FEMALE:528; MALE:475; OTHER:0; UNKNOWN:0",NA,"2231","HISPANIC:591; NH BLACK:207; NH OTHER: 52; NH WHITE:829; UNKNOWN:423","0-9:18; 10-19:27; 20-29:110; 30-39:157; 40-49:248; 50-59:351; 60-69:441; 70-79:413; 80-89:284; 90-99:115; 100+:6; PENDING:6","FEMALE:1003; MALE:1164; OTHER:0; UNKNOWN:9","google doc",NA,"08/03/20"
NA,"South Carolina","787551","89016; eth_hispanic:0.1; eth_non_hispanic:0.55; eth_unk:0.35",NA,NA,NA,"ASIAN:0.01; BLACK:0.34; OTHER:0.09; UNKNOWN:0.12; WHITE:0.44","0-10:0.04; 11-20:0.11; 21-30:0.21; 31-40:0.16; 41-50:0.15; 51-60:0.14; 61-70:0.1; 71-80:0.06; 81+:0.04; UNKNOWN:NA","FEMALE:0.526; MALE:0.441; UNKNOWN:0.033","1712; eth_hispanic:0.04; eth_non_hispanic:0.82; eth_unk:0.14","ASIAN:0.01; BLACK:0.40; OTHER:0.03; UNKNOWN:0.06; WHITE:0.50","0-10:0.001; 11-20:0.001; 21-30:0.005; 31-40:0.009; 41-50:0.033; 51-60:0.091; 61-70:0.197; 71-80:0.288; 81+:0.374; UNKNOWN:NA","FEMALE:0.48; MALE:0.51; UNKNOWN:0.01",NA,"5527",NA,NA,NA,"pdf","Demographic and age data manually entered","08/03/20"
NA,"South Dakota","113953","8955",NA,NA,NA,"HISPANIC:1206; NH AI/AN:1424; NH ASIAN: 725; NH BLACK:1028; NH WHITE:3711; OTHER: 861","0-19:1136; 20-29:1921; 30-39:1773; 40-49:1368; 50-59:1331; 60-69:801; 70-79:331; 80+:294; UNKNOWN:NA","FEMALE:4387; MALE:4568; UNKNOWN:0","135",NA,"0-19:0; 20-29:1; 30-39:6; 40-49:7; 50-59:17; 60-69:25; 70-79:20; 80+:59; UNKNOWN:NA","FEMALE:68; MALE:67; UNKNOWN:0",NA,"835",NA,"0-19:25; 20-29:66; 30-39:90; 40-49:108; 50-59:160; 60-69:170; 70-79:121; 80+:95; UNKNOWN:NA",NA,"manual",NA,"08/03/20"
NA,"Tennessee","1573222","110636; eth_hispanic:18171; eth_non_hispanic:59628; eth_unk:32837",NA,NA,NA,"AI/AN:    0; ASIAN:  988; BLACK:20564; MULTI:    0; OTHER:15282; UNKNOWN:25885; WHITE:47702","0-10:5258; 11-20:12625; 21-30:25661; 31-40:20176; 41-50:17133; 51-60:13827; 61-70:8632; 71-80:4575; 81+:2524; UNKNOWN:225","FEMALE:55092; MALE:54250; UNKNOWN:1294","1092; eth_hispanic:101; eth_non_hispanic:970; eth_unk:21","AI/AN:  0; ASIAN: 16; BLACK:364; MULTI:  0; OTHER: 64; UNKNOWN: 21; WHITE:622","0-10:3; 11-20:1; 21-30:12; 31-40:20; 41-50:60; 51-60:121; 61-70:205; 71-80:321; 81+:349; UNKNOWN:0","FEMALE:470; MALE:622; UNKNOWN:0",NA,"4808",NA,NA,NA,"pdf",NA,"08/03/20"
8,"Texas","3834586","442014",NA,NA,NA,"ASIAN:  704; BLACK: 5028; HISPANIC:14583; OTHER:  168; UNKNOWN: 6334; WHITE: 9757","0-0:139; 1-9:629; 10-19:1597; 20-29:6832; 30-39:7184; 40-49:6695; 50-59:6212; 60-64:2433; 65-69:1771; 70-74:1074; 75-79:728; 80+:1249; UNKNOWN:31","FEMALE:14632; MALE:21146; UNKNOWN:796","7016","ASIAN: 172; BLACK: 930; HISPANIC:3537; OTHER:  53; UNKNOWN:   4; WHITE:2320","0-0:2; 1-9:2; 10-19:7; 20-29:58; 30-39:146; 40-49:381; 50-59:790; 60-64:650; 65-69:797; 70-74:918; 75-79:862; 80+:2403; UNKNOWN:0","FEMALE:2833; MALE:4183; UNKNOWN:0",NA,NA,NA,NA,NA,"arcgis + downloadable cs","recovered:297421.6; Lab Confirmed COVID-19 Patients Currently in Texas Hospitals:8819; Total Texas Staffed Hospital Beds:52200; Available Texas Hospital Beds:11916; Available Texas ICU Beds:1101; Available Texas Ventilators:6563","08/03/20"
19,"Utah","647027","41529; casecom_Any Condition:9398; casecom_Former Smoker:2956; casecom_Chronic Pulmonary:2710; casecom_Diabetes:2332; casecom_Other:2036; casecom_Current Smoker:1297; casecom_Cardiovascular:1199; casecom_Immunocompromised:768; casecom_Chronic Kidney:478; casecom_Neurologic:249; casecom_Chronic Liver:219",NA,NA,NA,"AI/AN:  892; ASIAN:  906; BLACK: 1010; HISPANIC:15858; HN/PI: 1670; NH WHITE:16527; OTHER: 5063; UNKNOWN: 4709","0-1:186; 1-14:2835; 15-24:9294; 25-44:15867; 45-64:10048; 65-84:2907; 85+:381; UNKNOWN:11","FEMALE:20370; MALE:21129","314","AI/AN: 27; ASIAN: 16; BLACK:  5; HISPANIC: 72; HN/PI: 16; NH WHITE:162; OTHER: 24; UNKNOWN: 14","0-1:0; 1-14:0; 15-24:0; 25-44:10; 45-64:78; 65-84:149; 85+:74; UNKNOWN:0","FEMALE:0.379; MALE:0.621","Any Condition:1241; Diabetes:609; Other:422; Cardiovascular:343; Chronic Pulmonary:323; Former Smoker:292; Immunocompromised:169; Chronic Kidney:164; Current Smoker:74; Neurologic:63; Chronic Liver:55","2450","AI/AN: 115; ASIAN:  66; BLACK:  60; HISPANIC: 906; HN/PI: 189; NH WHITE:1021; OTHER: 304; UNKNOWN:  61","0-1:13; 1-14:26; 15-24:155; 25-44:599; 45-64:922; 65-84:645; 85+:90; UNKNOWN:0","FEMALE:0.481; MALE:0.519",NA,"cum_active_cases:11248; cum_estimate_recovered:29967; icu_Yes:630; icu_No:38895; icu_Under Investigation:2004; vent_Yes:257; vent_No:32320; vent_Under Investigation:8952; exp_Healthcare:1603; exp_In-state Without Known Contact:4839; exp_Known Contact:26603; exp_Travel:1032; exp_Unknown / Under Investigation:7452; contact_Household:15834; contact_Other:188; contact_Social:4656; contact_Unspecified:3954; contact_Workplace:1971","08/03/20"
27,"Vermont","97238","1427; eth_Hispanic:52; eth_Not Hispanic:1226; eth_Unknown:149",NA,1,0,"AI/AN:   2; ASIAN:  54; BLACK: 163; OTHER:  31; UNKNOWN:  40; WHITE:1137","0-9:49; 10-19:108; 20-29:228; 30-39:200; 40-49:176; 50-59:241; 60-69:202; 70-79:123; 80+:100","FEMALE:728; MALE:693; UNKNOWN:6","57; eth_Hispanic:0; eth_Not Hispanic:57; eth_Unknown:0","AI/AN: 0; ASIAN: 2; BLACK: 0; OTHER: 1; UNKNOWN: 0; WHITE:54","0-9:0; 10-19:0; 20-29:0; 30-39:1; 40-49:1; 50-59:2; 60-69:8; 70-79:20; 80+:25","FEMALE:25; MALE:32; UNKNOWN:0",NA,NA,NA,NA,NA,"arcgis","daily_recovered:2; total_recovered:1240; people_monitored:1201; completed_monitoring:5417","08/02/20"
14,"Virginia","937148","79371",NA,996,17,"AI/AN:   96; ASIAN/PI: 2435; BLACK:13005; HISPANIC:24670; MULTI:  285; OTHER: 1836; UNKNOWN:19414; WHITE:17630","0-9:2705; 10-19:6006; 20-29:14628; 30-39:14631; 40-49:13513; 50-59:11618; 60-69:7537; 70-79:3948; 80+:3918; UNKNOWN:867","FEMALE:40332; MALE:38546; UNKNOWN:493","2048","AI/AN:   2; ASIAN/PI: 117; BLACK: 483; HISPANIC: 225; MULTI:   0; OTHER:  27; UNKNOWN:  87; WHITE:1107","0-9:0; 10-19:0; 20-29:4; 30-39:16; 40-49:56; 50-59:127; 60-69:306; 70-79:515; 80+:1022; UNKNOWN:2","FEMALE:1020; MALE:1021; UNKNOWN:7",NA,"7267","AI/AN:   6; ASIAN/PI: 385; BLACK:1868; HISPANIC:2449; MULTI:  23; OTHER: 161; UNKNOWN: 221; WHITE:2154","0-9:65; 10-19:68; 20-29:330; 30-39:654; 40-49:994; 50-59:1343; 60-69:1440; 70-79:1181; 80+:1180; UNKNOWN:12","FEMALE:3339; MALE:3920; UNKNOWN:8","tableau","total_hosp_today:66","07/21/20"
32,"Washington",NA,"60917",NA,NA,NA,"HISPANIC:17698; NH AI/AN:  700; NH ASIAN: 2035; NH BLACK: 2282; NH HN/PI: 1079; NH MULTI:  947; NH OTHER:  868; NH WHITE:14981; UNKNOWN:20327","0-19:0.12; 20-39:0.39; 40-59:0.29; 60-79:0.14; 80+:0.05; UNKNOWN:0","FEMALE:0.5; MALE:0.46; UNKNOWN:0.04","1653","HISPANIC: 214; NH AI/AN:  38; NH ASIAN: 130; NH BLACK:  54; NH HN/PI:  25; NH MULTI:  18; NH OTHER:  35; NH WHITE:1096; UNKNOWN:  43","0-19:0; 20-39:0.01; 40-59:0.1; 60-79:0.38; 80+:0.51; UNKNOWN:0","FEMALE:0.45; MALE:0.54; UNKNOWN:0.01",NA,"5874","HISPANIC:1252; NH AI/AN:  79; NH ASIAN: 294; NH BLACK: 238; NH HN/PI: 144; NH MULTI:  60; NH OTHER:  92; NH WHITE:1978; UNKNOWN:1737","0-19:0.01; 20-39:0.13; 40-59:0.28; 60-79:0.37; 80+:0.2; UNKNOWN:0","FEMALE:0.45; MALE:0.53; UNKNOWN:0.02","power BI + webpage",NA,"08/06/20"
NA,"West Virginia","294902","6973",NA,NA,NA,"AI/AN:0.000; ASIAN:0.000; BLACK:0.076; MULTI:0.000; OTHER:0.157; UNKNOWN:0.000; WHITE:0.767","0-9:0.0356; 10-19:0.1001; 20-29:0.2305; 30-39:0.1305; 40-49:0.1352; 50-59:0.1388; 60-69:0.112; 70+:0.1173; UNKNOWN:NA","FEMALE:0.523; MALE:0.472; UNKNOWN:0.005","117",NA,NA,NA,NA,NA,NA,NA,NA,"manual","Percentages present. Manual entry.","08/03/20"
18,"Wisconsin","966763","55328; eth_hispanic:13343; eth_non-hispanic:35130; eth_unknown:6855",NA,NA,NA,"AI/AN:  554; ASIAN: 1681; BLACK: 8222; MULTI/OTHER: 5432; UNKNOWN: 5295; WHITE:34144","0-9:1931; 10-19:5335; 20-29:13970; 30-39:9343; 40-49:7928; 50-59:7525; 60-69:4861; 70-79:2475; 80-89:1374; 90+:586","FEMALE:28557; MALE:26657; UNKNOWN:114","949; eth_hispanic:112; eth_non-hispanic:817; eth_unknown:20","AI/AN: 10; ASIAN: 27; BLACK:209; MULTI/OTHER: 15; UNKNOWN: 17; WHITE:671","0-9:0; 10-19:0; 20-29:8; 30-39:10; 40-49:31; 50-59:70; 60-69:158; 70-79:245; 80-89:247; 90+:180","FEMALE:437; MALE:512; UNKNOWN:0",NA,"4732",NA,"0-9:42; 10-19:80; 20-29:314; 30-39:396; 40-49:541; 50-59:744; 60-69:963; 70-79:853; 80-89:590; 90+:209",NA,NA,NA,"08/03/20"
NA,"Wyoming","78634","2884",NA,NA,NA,"AI/AN: 402; ASIAN:  19; BLACK:  31; HISPANIC: 395; HN/PI:   7; OTHER: 132; UNKNOWN: 103; WHITE:1420","0-18:397; 19-29:590; 19-64:NA; 30-39:385; 40-49:368; 50-59:256; 60-69:224; 65+:NA; 70-79:117; 80+:48; UNKNOWN:NA","FEMALE:1194; MALE:1170; UNKNOWN:0","27","AI/AN:0.44; ASIAN:0.00; BLACK:0.00; HISPANIC:0.07; HN/PI:0.00; OTHER:0.00; UNKNOWN:0.04; WHITE:0.44","0-18:0; 19-29:NA; 19-64:0.26; 30-39:NA; 40-49:NA; 50-59:NA; 60-69:NA; 65+:0.74; 70-79:NA; 80+:NA; UNKNOWN:NA","FEMALE:0.48; MALE:0.52; UNKNOWN:0",NA,NA,NA,NA,NA,"manual",NA,"08/05/20"
